precision,recall,f1-score,kappa,last_precision,last_recall,last_f1-score,last_kappa,precision_pred_0_with_drift,precision_pred_0_without_drift,precision_pred_1_with_drift,precision_pred_1_without_drift,precision_pred_2_with_drift,precision_pred_2_without_drift,recall_pred_0_with_drift,recall_pred_0_without_drift,recall_pred_1_with_drift,recall_pred_1_without_drift,recall_pred_2_with_drift,recall_pred_2_without_drift,f1-score_pred_0_with_drift,f1-score_pred_0_without_drift,f1-score_pred_1_with_drift,f1-score_pred_1_without_drift,f1-score_pred_2_with_drift,f1-score_pred_2_without_drift,kappa_pred_0_with_drift,kappa_pred_0_without_drift,kappa_pred_1_with_drift,kappa_pred_1_without_drift,kappa_pred_2_with_drift,kappa_pred_2_without_drift
0.58,0.58,0.58,0.050632911392405,0.92,0.92,0.92,0.7319034852546917,0.6515827051560045,0.7275862974007496,0.6515827051560045,0.7275862974007496,0.6515827051560045,0.7275862974007496,0.6515827051560045,0.7275862974007496,0.6515827051560045,0.7275862974007496,0.6515827051560045,0.7275862974007496,0.6515827051560045,0.7275862974007496,0.6515827051560045,0.7275862974007496,0.6515827051560045,0.7275862974007496,0.17935268627313822,0.27026519627146794,0.17935268627313822,0.27026519627146794,0.17935268627313822,0.27026519627146794
0.52,0.52,0.52,0.04,0.78,0.78,0.78,0.0,0.6674959965992396,0.721771810008527,0.6674959965992396,0.721771810008527,0.6674959965992396,0.721771810008527,0.6674959965992396,0.721771810008527,0.6674959965992396,0.721771810008527,0.6674959965992396,0.721771810008527,0.6674959965992396,0.721771810008527,0.6674959965992396,0.721771810008527,0.6674959965992396,0.721771810008527,0.20034210671611544,0.18713121683950953,0.20034210671611544,0.18713121683950953,0.20034210671611544,0.18713121683950953
0.57,0.57,0.57,0.070069204152249,0.72,0.72,0.72,0.0,0.6725668109460378,0.7270657547340645,0.6725668109460378,0.7270657547340645,0.6725668109460378,0.7270657547340645,0.6725668109460378,0.7270657547340645,0.6725668109460378,0.7270657547340645,0.6725668109460378,0.7270657547340645,0.6725668109460378,0.7270657547340645,0.6725668109460378,0.7270657547340645,0.6725668109460378,0.7270657547340645,0.26588865258907096,0.23721376853647788,0.26588865258907096,0.23721376853647788,0.26588865258907096,0.23721376853647788
0.61,0.61,0.61,0.1046831955922865,0.67,0.67,0.67,0.0384615384615383,0.6229100192947926,0.6167525109498487,0.6229100192947926,0.6167525109498487,0.6229100192947926,0.6167525109498487,0.6229100192947926,0.6167525109498487,0.6229100192947926,0.6167525109498487,0.6229100192947926,0.6167525109498487,0.6229100192947926,0.6167525109498487,0.6229100192947926,0.6167525109498487,0.6229100192947926,0.6167525109498487,0.19329092260372432,0.20689768394142302,0.19329092260372432,0.20689768394142302,0.19329092260372432,0.20689768394142302
0.62,0.62,0.62,0.1088180112570356,0.69,0.69,0.69,0.042027194066749,0.646378180081127,0.6722509275154858,0.646378180081127,0.6722509275154858,0.646378180081127,0.6722509275154858,0.646378180081127,0.6722509275154858,0.646378180081127,0.6722509275154858,0.646378180081127,0.6722509275154858,0.646378180081127,0.6722509275154858,0.646378180081127,0.6722509275154858,0.646378180081127,0.6722509275154858,0.23791980070966512,0.21140210031611534,0.23791980070966512,0.21140210031611534,0.23791980070966512,0.21140210031611534
0.7,0.7,0.7,0.1181657848324514,0.58,0.58,0.58,0.0264255910987483,0.6337226809568047,0.6921833471581748,0.6337226809568047,0.6921833471581748,0.6337226809568047,0.6921833471581748,0.6337226809568047,0.6921833471581748,0.6337226809568047,0.6921833471581748,0.6337226809568047,0.6921833471581748,0.6337226809568047,0.6921833471581748,0.6337226809568047,0.6921833471581748,0.6337226809568047,0.6921833471581748,0.20960777110798715,0.20416449594614922,0.20960777110798715,0.20416449594614922,0.20960777110798715,0.20416449594614922
0.8,0.8,0.8,0.0732159406858201,0.61,0.61,0.61,0.0,0.6107014903172837,0.6592641022529926,0.6107014903172837,0.6592641022529926,0.6107014903172837,0.6592641022529926,0.6107014903172837,0.6592641022529926,0.6107014903172837,0.6592641022529926,0.6107014903172837,0.6592641022529926,0.6107014903172837,0.6592641022529926,0.6107014903172837,0.6592641022529926,0.6107014903172837,0.6592641022529926,0.22184103345966197,0.1663805423850572,0.22184103345966197,0.1663805423850572,0.22184103345966197,0.1663805423850572
0.76,0.76,0.76,0.1935483870967741,0.52,0.52,0.52,0.0,0.8097803875853337,0.7146440495342805,0.8097803875853337,0.7146440495342805,0.8097803875853337,0.7146440495342805,0.8097803875853337,0.7146440495342805,0.8097803875853337,0.7146440495342805,0.8097803875853337,0.7146440495342805,0.8097803875853337,0.7146440495342805,0.8097803875853337,0.7146440495342805,0.8097803875853337,0.7146440495342805,0.4573504506303858,0.35806430827360564,0.4573504506303858,0.35806430827360564,0.4573504506303858,0.35806430827360564
0.76,0.76,0.76,0.4827586206896552,0.63,0.63,0.63,0.0,0.8803280873320216,0.8898839417739189,0.8803280873320216,0.8898839417739189,0.8803280873320216,0.8898839417739189,0.8803280873320216,0.8898839417739189,0.8803280873320216,0.8898839417739189,0.8803280873320216,0.8898839417739189,0.8803280873320216,0.8898839417739189,0.8803280873320216,0.8898839417739189,0.8803280873320216,0.8898839417739189,0.7063620839161399,0.5389223557817843,0.7063620839161399,0.5389223557817843,0.7063620839161399,0.5389223557817843
0.76,0.76,0.76,0.4904458598726113,0.64,0.64,0.64,0.0,0.8500788892695795,0.9200715273014625,0.8500788892695795,0.9200715273014625,0.8500788892695795,0.9200715273014625,0.8500788892695795,0.9200715273014625,0.8500788892695795,0.9200715273014625,0.8500788892695795,0.9200715273014625,0.8500788892695795,0.9200715273014625,0.8500788892695795,0.9200715273014625,0.8500788892695795,0.9200715273014625,0.614635660476842,0.6320778366544032,0.614635660476842,0.6320778366544032,0.614635660476842,0.6320778366544032
0.86,0.86,0.86,0.6853932584269663,0.65,0.65,0.65,0.0,0.8469842864372759,0.8757005080921433,0.8469842864372759,0.8757005080921433,0.8469842864372759,0.8757005080921433,0.8469842864372759,0.8757005080921433,0.8469842864372759,0.8757005080921433,0.8469842864372759,0.8757005080921433,0.8469842864372759,0.8757005080921433,0.8469842864372759,0.8757005080921433,0.8469842864372759,0.8757005080921433,0.6537029764473171,0.49945298497928386,0.6537029764473171,0.49945298497928386,0.6537029764473171,0.49945298497928386
0.71,0.71,0.71,0.2360379346680715,0.53,0.53,0.53,0.0,0.6612469394665003,0.7694051254629136,0.6612469394665003,0.7694051254629136,0.6612469394665003,0.7694051254629136,0.6612469394665003,0.7694051254629136,0.6612469394665003,0.7694051254629136,0.6612469394665003,0.7694051254629136,0.6612469394665003,0.7694051254629136,0.6612469394665003,0.7694051254629136,0.6612469394665003,0.7694051254629136,0.3000514000186855,0.45156208038898965,0.3000514000186855,0.45156208038898965,0.3000514000186855,0.45156208038898965
0.58,0.58,0.58,0.2081447963800906,0.46,0.46,0.46,0.0,0.6156381695350394,0.7953825605895469,0.6156381695350394,0.7953825605895469,0.6156381695350394,0.7953825605895469,0.6156381695350394,0.7953825605895469,0.6156381695350394,0.7953825605895469,0.6156381695350394,0.7953825605895469,0.6156381695350394,0.7953825605895469,0.6156381695350394,0.7953825605895469,0.6156381695350394,0.7953825605895469,0.20406339001119664,0.536813080037078,0.20406339001119664,0.536813080037078,0.20406339001119664,0.536813080037078
0.55,0.55,0.55,0.2032577903682719,0.48,0.48,0.48,0.0,0.586943459105431,0.786298006064228,0.586943459105431,0.786298006064228,0.586943459105431,0.786298006064228,0.586943459105431,0.786298006064228,0.586943459105431,0.786298006064228,0.586943459105431,0.786298006064228,0.586943459105431,0.786298006064228,0.586943459105431,0.786298006064228,0.586943459105431,0.786298006064228,0.3502891408383255,0.5232398610955195,0.3502891408383255,0.5232398610955195,0.3502891408383255,0.5232398610955195
0.68,0.68,0.68,0.3815229996134518,0.52,0.52,0.52,0.0,0.7431595544608588,0.8069212336957614,0.7431595544608588,0.8069212336957614,0.7431595544608588,0.8069212336957614,0.7431595544608588,0.8069212336957614,0.7431595544608588,0.8069212336957614,0.7431595544608588,0.8069212336957614,0.7431595544608588,0.8069212336957614,0.7431595544608588,0.8069212336957614,0.7431595544608588,0.8069212336957614,0.4474053027636091,0.6517200579855701,0.4474053027636091,0.6517200579855701,0.4474053027636091,0.6517200579855701
0.85,0.85,0.85,0.625748502994012,0.6,0.6,0.6,0.0,0.7044236062937749,0.8710298658406896,0.7044236062937749,0.8710298658406896,0.7044236062937749,0.8710298658406896,0.7044236062937749,0.8710298658406896,0.7044236062937749,0.8710298658406896,0.7044236062937749,0.8710298658406896,0.7044236062937749,0.8710298658406896,0.7044236062937749,0.8710298658406896,0.7044236062937749,0.8710298658406896,0.41709587395407616,0.721553563963931,0.41709587395407616,0.721553563963931,0.41709587395407616,0.721553563963931
0.81,0.81,0.81,0.3528610354223432,0.53,0.53,0.53,0.0,0.7376587098784826,0.8080765567337328,0.7376587098784826,0.8080765567337328,0.7376587098784826,0.8080765567337328,0.7376587098784826,0.8080765567337328,0.7376587098784826,0.8080765567337328,0.7376587098784826,0.8080765567337328,0.7376587098784826,0.8080765567337328,0.7376587098784826,0.8080765567337328,0.7376587098784826,0.8080765567337328,0.4115142573243136,0.35591276162922153,0.4115142573243136,0.35591276162922153,0.4115142573243136,0.35591276162922153
0.72,0.72,0.72,0.0909090909090908,0.58,0.58,0.58,0.050632911392405,0.6674530920817973,0.7367462099820167,0.6674530920817973,0.7367462099820167,0.6674530920817973,0.7367462099820167,0.6674530920817973,0.7367462099820167,0.6674530920817973,0.7367462099820167,0.6674530920817973,0.7367462099820167,0.6674530920817973,0.7367462099820167,0.6674530920817973,0.7367462099820167,0.6674530920817973,0.7367462099820167,0.254767430659027,0.25473315573044264,0.254767430659027,0.25473315573044264,0.254767430659027,0.25473315573044264
0.54,0.54,0.54,0.0,0.52,0.52,0.52,0.04,0.7158949693230012,0.768941938148163,0.7158949693230012,0.768941938148163,0.7158949693230012,0.768941938148163,0.7158949693230012,0.768941938148163,0.7158949693230012,0.768941938148163,0.7158949693230012,0.768941938148163,0.7158949693230012,0.768941938148163,0.7158949693230012,0.768941938148163,0.7158949693230012,0.768941938148163,-0.003133351096409866,0.2472179764194863,-0.003133351096409866,0.2472179764194863,-0.003133351096409866,0.2472179764194863
0.6,0.6,0.6,0.2984917572781479,0.57,0.57,0.57,0.070069204152249,0.9027814446743312,0.8958957521105039,0.9027814446743312,0.8958957521105039,0.9027814446743312,0.8958957521105039,0.9027814446743312,0.8958957521105039,0.9027814446743312,0.8958957521105039,0.9027814446743312,0.8958957521105039,0.9027814446743312,0.8958957521105039,0.9027814446743312,0.8958957521105039,0.9027814446743312,0.8958957521105039,0.773304436736046,0.5052075044416067,0.773304436736046,0.5052075044416067,0.773304436736046,0.5052075044416067
0.7,0.7,0.7,0.4239631336405529,0.61,0.61,0.61,0.1046831955922865,0.8822998645910354,0.8732716137656594,0.8822998645910354,0.8732716137656594,0.8822998645910354,0.8732716137656594,0.8822998645910354,0.8732716137656594,0.8822998645910354,0.8732716137656594,0.8822998645910354,0.8732716137656594,0.8822998645910354,0.8732716137656594,0.8822998645910354,0.8732716137656594,0.8822998645910354,0.8732716137656594,0.741040586684727,0.5128345990043243,0.741040586684727,0.5128345990043243,0.741040586684727,0.5128345990043243
0.86,0.86,0.86,0.6902654867256637,0.62,0.62,0.62,0.1088180112570356,0.8427321416240979,0.836228300893497,0.8427321416240979,0.836228300893497,0.8427321416240979,0.836228300893497,0.8427321416240979,0.836228300893497,0.8427321416240979,0.836228300893497,0.8427321416240979,0.836228300893497,0.8427321416240979,0.836228300893497,0.8427321416240979,0.836228300893497,0.8427321416240979,0.836228300893497,0.6383358362553162,0.4973656670356486,0.6383358362553162,0.4973656670356486,0.6383358362553162,0.4973656670356486
0.76,0.76,0.76,0.3548387096774194,0.7,0.7,0.7,0.1181657848324514,0.8264417509086057,0.9118400310358067,0.8264417509086057,0.9118400310358067,0.8264417509086057,0.9118400310358067,0.8264417509086057,0.9118400310358067,0.8264417509086057,0.9118400310358067,0.8264417509086057,0.9118400310358067,0.8264417509086057,0.9118400310358067,0.8264417509086057,0.9118400310358067,0.8264417509086057,0.9118400310358067,0.6304093253603599,0.5495223517121194,0.6304093253603599,0.5495223517121194,0.6304093253603599,0.5495223517121194
0.71,0.71,0.71,0.1853932584269662,0.8,0.8,0.8,0.0732159406858201,0.8222354017969873,0.8233563736759278,0.8222354017969873,0.8233563736759278,0.8222354017969873,0.8233563736759278,0.8222354017969873,0.8233563736759278,0.8222354017969873,0.8233563736759278,0.8222354017969873,0.8233563736759278,0.8222354017969873,0.8233563736759278,0.8222354017969873,0.8233563736759278,0.8222354017969873,0.8233563736759278,0.49148238779286135,0.35008955960331045,0.49148238779286135,0.35008955960331045,0.49148238779286135,0.35008955960331045
0.55,0.55,0.55,0.0831295843520781,0.76,0.76,0.76,0.1935483870967741,0.7302352994750289,0.7488185933631026,0.7302352994750289,0.7488185933631026,0.7302352994750289,0.7488185933631026,0.7302352994750289,0.7488185933631026,0.7302352994750289,0.7488185933631026,0.7302352994750289,0.7488185933631026,0.7302352994750289,0.7488185933631026,0.7302352994750289,0.7488185933631026,0.7302352994750289,0.7488185933631026,0.38000974675990296,0.21211642561408253,0.38000974675990296,0.21211642561408253,0.38000974675990296,0.21211642561408253
0.67,0.67,0.67,0.1581632653061224,0.76,0.76,0.76,0.4827586206896552,0.8296276180002594,0.7396489327743285,0.8296276180002594,0.7396489327743285,0.8296276180002594,0.7396489327743285,0.8296276180002594,0.7396489327743285,0.8296276180002594,0.7396489327743285,0.8296276180002594,0.7396489327743285,0.8296276180002594,0.7396489327743285,0.8296276180002594,0.7396489327743285,0.8296276180002594,0.7396489327743285,0.5593914859341315,0.22037871536089437,0.5593914859341315,0.22037871536089437,0.5593914859341315,0.22037871536089437
0.76,0.76,0.76,0.2282958199356913,0.76,0.76,0.76,0.4904458598726113,0.7701578859468251,0.6826162183400682,0.7701578859468251,0.6826162183400682,0.7701578859468251,0.6826162183400682,0.7701578859468251,0.6826162183400682,0.7701578859468251,0.6826162183400682,0.7701578859468251,0.6826162183400682,0.7701578859468251,0.6826162183400682,0.7701578859468251,0.6826162183400682,0.7701578859468251,0.6826162183400682,0.14366426425581,0.20941764600317458,0.14366426425581,0.20941764600317458,0.14366426425581,0.20941764600317458
0.9,0.9,0.9,0.342969776609724,0.86,0.86,0.86,0.6853932584269663,0.6888227402606797,0.6595563931190923,0.6888227402606797,0.6595563931190923,0.6888227402606797,0.6595563931190923,0.6888227402606797,0.6595563931190923,0.6888227402606797,0.6595563931190923,0.6888227402606797,0.6595563931190923,0.6888227402606797,0.6595563931190923,0.6888227402606797,0.6595563931190923,0.6888227402606797,0.6595563931190923,0.1689300464407907,0.1990430186841978,0.1689300464407907,0.1990430186841978,0.1689300464407907,0.1990430186841978
0.9,0.9,0.9,0.2603550295857988,0.71,0.71,0.71,0.2360379346680715,0.7587140001303533,0.6770398600057348,0.7587140001303533,0.6770398600057348,0.7587140001303533,0.6770398600057348,0.7587140001303533,0.6770398600057348,0.7587140001303533,0.6770398600057348,0.7587140001303533,0.6770398600057348,0.7587140001303533,0.6770398600057348,0.7587140001303533,0.6770398600057348,0.7587140001303533,0.6770398600057348,0.07151633394991982,0.1928744769082143,0.07151633394991982,0.1928744769082143,0.07151633394991982,0.1928744769082143
0.82,0.82,0.82,0.0,0.58,0.58,0.58,0.2081447963800906,0.6329237123662524,0.4693312713501317,0.6329237123662524,0.4693312713501317,0.6329237123662524,0.4693312713501317,0.6329237123662524,0.4693312713501317,0.6329237123662524,0.4693312713501317,0.6329237123662524,0.4693312713501317,0.6329237123662524,0.4693312713501317,0.6329237123662524,0.4693312713501317,0.6329237123662524,0.4693312713501317,0.004118019881636714,-0.02098701596202966,0.004118019881636714,-0.02098701596202966,0.004118019881636714,-0.02098701596202966
0.66,0.66,0.66,0.1747572815533981,0.55,0.55,0.55,0.2032577903682719,0.6896222211769923,0.6935013092160391,0.6896222211769923,0.6935013092160391,0.6896222211769923,0.6935013092160391,0.6896222211769923,0.6935013092160391,0.6896222211769923,0.6935013092160391,0.6896222211769923,0.6935013092160391,0.6896222211769923,0.6935013092160391,0.6896222211769923,0.6935013092160391,0.6896222211769923,0.6935013092160391,0.21313178432940272,0.25602034682176866,0.21313178432940272,0.25602034682176866,0.21313178432940272,0.25602034682176866
0.66,0.66,0.66,0.1954566966398486,0.68,0.68,0.68,0.3815229996134518,0.6795149047424154,0.6877906625123359,0.6795149047424154,0.6877906625123359,0.6795149047424154,0.6877906625123359,0.6795149047424154,0.6877906625123359,0.6795149047424154,0.6877906625123359,0.6795149047424154,0.6877906625123359,0.6795149047424154,0.6877906625123359,0.6795149047424154,0.6877906625123359,0.6795149047424154,0.6877906625123359,0.1997108977889316,0.25862017275295307,0.1997108977889316,0.25862017275295307,0.1997108977889316,0.25862017275295307
0.75,0.75,0.75,0.3421052631578947,0.85,0.85,0.85,0.625748502994012,0.7000286691125334,0.6959705330800784,0.7000286691125334,0.6959705330800784,0.7000286691125334,0.6959705330800784,0.7000286691125334,0.6959705330800784,0.7000286691125334,0.6959705330800784,0.7000286691125334,0.6959705330800784,0.7000286691125334,0.6959705330800784,0.7000286691125334,0.6959705330800784,0.7000286691125334,0.6959705330800784,0.265276692435675,0.31049615638624384,0.265276692435675,0.31049615638624384,0.265276692435675,0.31049615638624384
0.74,0.74,0.74,0.2651215375918598,0.81,0.81,0.81,0.3528610354223432,0.6822626412454617,0.7405362501427423,0.6822626412454617,0.7405362501427423,0.6822626412454617,0.7405362501427423,0.6822626412454617,0.7405362501427423,0.6822626412454617,0.7405362501427423,0.6822626412454617,0.7405362501427423,0.6822626412454617,0.7405362501427423,0.6822626412454617,0.7405362501427423,0.6822626412454617,0.7405362501427423,0.1920476184458237,0.3111256146227225,0.1920476184458237,0.3111256146227225,0.1920476184458237,0.3111256146227225
0.73,0.73,0.73,0.2011834319526626,0.72,0.72,0.72,0.0909090909090908,0.7276305530487058,0.6438228540125882,0.7276305530487058,0.6438228540125882,0.7276305530487058,0.6438228540125882,0.7276305530487058,0.6438228540125882,0.7276305530487058,0.6438228540125882,0.7276305530487058,0.6438228540125882,0.7276305530487058,0.6438228540125882,0.7276305530487058,0.6438228540125882,0.7276305530487058,0.6438228540125882,0.17035445432456933,0.22314750748159967,0.17035445432456933,0.22314750748159967,0.17035445432456933,0.22314750748159967
0.64,0.64,0.64,0.0922844175491678,0.54,0.54,0.54,0.0,0.7223204203486925,0.6223553098760274,0.7223204203486925,0.6223553098760274,0.7223204203486925,0.6223553098760274,0.7223204203486925,0.6223553098760274,0.7223204203486925,0.6223553098760274,0.7223204203486925,0.6223553098760274,0.7223204203486925,0.6223553098760274,0.7223204203486925,0.6223553098760274,0.7223204203486925,0.6223553098760274,0.2392656564636999,0.1779217721733762,0.2392656564636999,0.1779217721733762,0.2392656564636999,0.1779217721733762
0.64,0.64,0.64,0.0922844175491678,0.6,0.6,0.6,0.2984917572781479,0.7165346197258623,0.6677346518682008,0.7165346197258623,0.6677346518682008,0.7165346197258623,0.6677346518682008,0.7165346197258623,0.6677346518682008,0.7165346197258623,0.6677346518682008,0.7165346197258623,0.6677346518682008,0.7165346197258623,0.6677346518682008,0.7165346197258623,0.6677346518682008,0.7165346197258623,0.6677346518682008,0.22004176216806054,0.19679809154282296,0.22004176216806054,0.19679809154282296,0.22004176216806054,0.19679809154282296
0.77,0.77,0.77,0.0619902120717782,0.7,0.7,0.7,0.4239631336405529,0.6255839058874553,0.6632072219997459,0.6255839058874553,0.6632072219997459,0.6255839058874553,0.6632072219997459,0.6255839058874553,0.6632072219997459,0.6255839058874553,0.6632072219997459,0.6255839058874553,0.6632072219997459,0.6255839058874553,0.6632072219997459,0.6255839058874553,0.6632072219997459,0.6255839058874553,0.6632072219997459,0.053152675155277544,0.1445803412024951,0.053152675155277544,0.1445803412024951,0.053152675155277544,0.1445803412024951
0.8,0.8,0.8,0.0732159406858201,0.86,0.86,0.86,0.6902654867256637,0.6346949769849078,0.7025075642930011,0.6346949769849078,0.7025075642930011,0.6346949769849078,0.7025075642930011,0.6346949769849078,0.7025075642930011,0.6346949769849078,0.7025075642930011,0.6346949769849078,0.7025075642930011,0.6346949769849078,0.7025075642930011,0.6346949769849078,0.7025075642930011,0.6346949769849078,0.7025075642930011,0.09833128801952438,0.11888310136139049,0.09833128801952438,0.11888310136139049,0.09833128801952438,0.11888310136139049
0.83,0.83,0.83,0.0,0.76,0.76,0.76,0.3548387096774194,0.6362182155240653,0.634952453861807,0.6362182155240653,0.634952453861807,0.6362182155240653,0.634952453861807,0.6362182155240653,0.634952453861807,0.6362182155240653,0.634952453861807,0.6362182155240653,0.634952453861807,0.6362182155240653,0.634952453861807,0.6362182155240653,0.634952453861807,0.6362182155240653,0.634952453861807,0.0027489601274711083,0.04181728318285493,0.0027489601274711083,0.04181728318285493,0.0027489601274711083,0.04181728318285493
0.75,0.75,0.75,0.0,0.71,0.71,0.71,0.1853932584269662,0.6362182155240653,0.5784367892362821,0.6362182155240653,0.5784367892362821,0.6362182155240653,0.5784367892362821,0.6362182155240653,0.5784367892362821,0.6362182155240653,0.5784367892362821,0.6362182155240653,0.5784367892362821,0.6362182155240653,0.5784367892362821,0.6362182155240653,0.5784367892362821,0.6362182155240653,0.5784367892362821,0.010743528775320099,-0.004612857944336741,0.010743528775320099,-0.004612857944336741,0.010743528775320099,-0.004612857944336741
0.57,0.57,0.57,0.0,0.55,0.55,0.55,0.0831295843520781,0.6141759132883663,0.6499014197252393,0.6141759132883663,0.6499014197252393,0.6141759132883663,0.6499014197252393,0.6141759132883663,0.6499014197252393,0.6141759132883663,0.6499014197252393,0.6141759132883663,0.6499014197252393,0.6141759132883663,0.6499014197252393,0.6141759132883663,0.6499014197252393,0.6141759132883663,0.6499014197252393,0.004118019881636714,0.02418364782857248,0.004118019881636714,0.02418364782857248,0.004118019881636714,0.02418364782857248
0.6,0.6,0.6,0.0548204158790168,0.67,0.67,0.67,0.1581632653061224,0.6960146931382337,0.6546238840001486,0.6960146931382337,0.6546238840001486,0.6960146931382337,0.6546238840001486,0.6960146931382337,0.6546238840001486,0.6960146931382337,0.6546238840001486,0.6960146931382337,0.6546238840001486,0.6960146931382337,0.6546238840001486,0.6960146931382337,0.6546238840001486,0.6960146931382337,0.6546238840001486,0.12337567373508564,0.06549925610887117,0.12337567373508564,0.06549925610887117,0.12337567373508564,0.06549925610887117
0.62,0.62,0.62,0.1304347826086956,0.76,0.76,0.76,0.2282958199356913,0.716654671146257,0.6347145496490167,0.716654671146257,0.6347145496490167,0.716654671146257,0.6347145496490167,0.716654671146257,0.6347145496490167,0.716654671146257,0.6347145496490167,0.716654671146257,0.6347145496490167,0.716654671146257,0.6347145496490167,0.716654671146257,0.6347145496490167,0.716654671146257,0.6347145496490167,0.23596640632735819,0.18397167687522098,0.23596640632735819,0.18397167687522098,0.23596640632735819,0.18397167687522098
0.75,0.75,0.75,0.21875,0.9,0.9,0.9,0.342969776609724,0.7123087315039583,0.6490200712012016,0.7123087315039583,0.6490200712012016,0.7123087315039583,0.6490200712012016,0.7123087315039583,0.6490200712012016,0.7123087315039583,0.6490200712012016,0.7123087315039583,0.6490200712012016,0.7123087315039583,0.6490200712012016,0.7123087315039583,0.6490200712012016,0.7123087315039583,0.6490200712012016,0.2228949859251648,0.198388781590718,0.2228949859251648,0.198388781590718,0.2228949859251648,0.198388781590718
0.91,0.91,0.91,0.4886363636363636,0.9,0.9,0.9,0.2603550295857988,0.6846015859551263,0.7024950630794871,0.6846015859551263,0.7024950630794871,0.6846015859551263,0.7024950630794871,0.6846015859551263,0.7024950630794871,0.6846015859551263,0.7024950630794871,0.6846015859551263,0.7024950630794871,0.6846015859551263,0.7024950630794871,0.6846015859551263,0.7024950630794871,0.6846015859551263,0.7024950630794871,0.11125292869834376,0.2490065557685078,0.11125292869834376,0.2490065557685078,0.11125292869834376,0.2490065557685078
0.92,0.92,0.92,0.8072289156626506,0.82,0.82,0.82,0.0,0.7465978606915981,0.7942840596259567,0.7465978606915981,0.7942840596259567,0.7465978606915981,0.7942840596259567,0.7465978606915981,0.7942840596259567,0.7465978606915981,0.7942840596259567,0.7465978606915981,0.7942840596259567,0.7465978606915981,0.7942840596259567,0.7465978606915981,0.7942840596259567,0.7465978606915981,0.7942840596259567,0.5721446006894425,0.6661072391645226,0.5721446006894425,0.6661072391645226,0.5721446006894425,0.6661072391645226
0.91,0.91,0.91,0.7926267281105991,0.66,0.66,0.66,0.1747572815533981,0.7467810514423567,0.8569997920657765,0.7467810514423567,0.8569997920657765,0.7467810514423567,0.8569997920657765,0.7467810514423567,0.8569997920657765,0.7467810514423567,0.8569997920657765,0.7467810514423567,0.8569997920657765,0.7467810514423567,0.8569997920657765,0.7467810514423567,0.8569997920657765,0.7467810514423567,0.8569997920657765,0.6468680847943209,0.7293593476408367,0.6468680847943209,0.7293593476408367,0.6468680847943209,0.7293593476408367
0.95,0.95,0.95,0.8842592592592593,0.66,0.66,0.66,0.1954566966398486,0.8170507938350086,0.8808925356556229,0.8170507938350086,0.8808925356556229,0.8170507938350086,0.8808925356556229,0.8170507938350086,0.8808925356556229,0.8170507938350086,0.8808925356556229,0.8170507938350086,0.8808925356556229,0.8170507938350086,0.8808925356556229,0.8170507938350086,0.8808925356556229,0.8170507938350086,0.8808925356556229,0.6953461275166217,0.7364147576625999,0.6953461275166217,0.7364147576625999,0.6953461275166217,0.7364147576625999
0.95,0.95,0.95,0.8520710059171598,0.75,0.75,0.75,0.3421052631578947,0.8031784090220948,0.87456927435338,0.8031784090220948,0.87456927435338,0.8031784090220948,0.87456927435338,0.8031784090220948,0.87456927435338,0.8031784090220948,0.87456927435338,0.8031784090220948,0.87456927435338,0.8031784090220948,0.87456927435338,0.8031784090220948,0.87456927435338,0.8031784090220948,0.87456927435338,0.5064262591728039,0.7042327268683019,0.5064262591728039,0.7042327268683019,0.5064262591728039,0.7042327268683019
0.86,0.86,0.86,0.358974358974359,0.74,0.74,0.74,0.2651215375918598,0.7871171799667506,0.8213504059030506,0.7871171799667506,0.8213504059030506,0.7871171799667506,0.8213504059030506,0.7871171799667506,0.8213504059030506,0.7871171799667506,0.8213504059030506,0.7871171799667506,0.8213504059030506,0.7871171799667506,0.8213504059030506,0.7871171799667506,0.8213504059030506,0.7871171799667506,0.8213504059030506,0.3862030949611754,0.45052571631438404,0.3862030949611754,0.45052571631438404,0.3862030949611754,0.45052571631438404
0.66,0.66,0.66,0.0700218818380744,0.73,0.73,0.73,0.2011834319526626,0.6814228430280099,0.6740433536607412,0.6814228430280099,0.6740433536607412,0.6814228430280099,0.6740433536607412,0.6814228430280099,0.6740433536607412,0.6814228430280099,0.6740433536607412,0.6814228430280099,0.6740433536607412,0.6814228430280099,0.6740433536607412,0.6814228430280099,0.6740433536607412,0.6814228430280099,0.6740433536607412,0.07578728734043878,0.15696709236198136,0.07578728734043878,0.15696709236198136,0.07578728734043878,0.15696709236198136
0.52,0.52,0.52,0.04,0.64,0.64,0.64,0.0922844175491678,0.6833776263331168,0.6459357975378074,0.6833776263331168,0.6459357975378074,0.6833776263331168,0.6459357975378074,0.6833776263331168,0.6459357975378074,0.6833776263331168,0.6459357975378074,0.6833776263331168,0.6459357975378074,0.6833776263331168,0.6459357975378074,0.6833776263331168,0.6459357975378074,0.6833776263331168,0.6459357975378074,0.08350988440044009,0.18961668642740098,0.08350988440044009,0.18961668642740098,0.08350988440044009,0.18961668642740098
