max_date,max_day,max_period,max_nswprice,max_nswdemand,max_vicprice,max_vicdemand,max_transfer,max_predict_proba_0,max_predict_proba_1,max_prediction,min_date,min_day,min_period,min_nswprice,min_nswdemand,min_vicprice,min_vicdemand,min_transfer,min_predict_proba_0,min_predict_proba_1,min_prediction,mean_date,mean_day,mean_period,mean_nswprice,mean_nswdemand,mean_vicprice,mean_vicdemand,mean_transfer,mean_predict_proba_0,mean_predict_proba_1,mean_prediction,median_date,median_day,median_period,median_nswprice,median_nswdemand,median_vicprice,median_vicdemand,median_transfer,median_predict_proba_0,median_predict_proba_1,median_prediction,std_date,std_day,std_period,std_nswprice,std_nswdemand,std_vicprice,std_vicdemand,std_transfer,std_predict_proba_0,std_predict_proba_1,std_prediction,corr_day_date,corr_period_date,corr_period_day,corr_nswprice_date,corr_nswprice_day,corr_nswprice_period,corr_nswdemand_date,corr_nswdemand_day,corr_nswdemand_period,corr_nswdemand_nswprice,corr_vicprice_date,corr_vicprice_day,corr_vicprice_period,corr_vicprice_nswprice,corr_vicprice_nswdemand,corr_vicdemand_date,corr_vicdemand_day,corr_vicdemand_period,corr_vicdemand_nswprice,corr_vicdemand_nswdemand,corr_vicdemand_vicprice,corr_transfer_date,corr_transfer_day,corr_transfer_period,corr_transfer_nswprice,corr_transfer_nswdemand,corr_transfer_vicprice,corr_transfer_vicdemand,corr_predict_proba_0_date,corr_predict_proba_0_day,corr_predict_proba_0_period,corr_predict_proba_0_nswprice,corr_predict_proba_0_nswdemand,corr_predict_proba_0_vicprice,corr_predict_proba_0_vicdemand,corr_predict_proba_0_transfer,corr_predict_proba_1_date,corr_predict_proba_1_day,corr_predict_proba_1_period,corr_predict_proba_1_nswprice,corr_predict_proba_1_nswdemand,corr_predict_proba_1_vicprice,corr_predict_proba_1_vicdemand,corr_predict_proba_1_transfer,corr_predict_proba_1_predict_proba_0,corr_prediction_date,corr_prediction_day,corr_prediction_period,corr_prediction_nswprice,corr_prediction_nswdemand,corr_prediction_vicprice,corr_prediction_vicdemand,corr_prediction_transfer,corr_prediction_predict_proba_0,corr_prediction_predict_proba_1,gmean_date,gmean_day,gmean_period,gmean_nswprice,gmean_nswdemand,gmean_vicprice,gmean_vicdemand,gmean_transfer,gmean_predict_proba_0,gmean_predict_proba_1,gmean_prediction,hmean_date,hmean_day,hmean_period,hmean_nswprice,hmean_nswdemand,hmean_vicprice,hmean_vicdemand,hmean_transfer,hmean_predict_proba_0,hmean_predict_proba_1,hmean_prediction,entropy_date,entropy_day,entropy_period,entropy_nswprice,entropy_nswdemand,entropy_vicprice,entropy_vicdemand,entropy_transfer,entropy_predict_proba_0,entropy_predict_proba_1,entropy_prediction,prop_pca,nr_outliers_date,nr_outliers_day,nr_outliers_period,nr_outliers_nswprice,nr_outliers_nswdemand,nr_outliers_vicprice,nr_outliers_vicdemand,nr_outliers_transfer,nr_outliers_predict_proba_0,nr_outliers_predict_proba_1,nr_outliers_prediction,iqr_date,iqr_day,iqr_period,iqr_nswprice,iqr_nswdemand,iqr_vicprice,iqr_vicdemand,iqr_transfer,iqr_predict_proba_0,iqr_predict_proba_1,iqr_prediction,uniqueness_ratio_date,uniqueness_ratio_day,uniqueness_ratio_period,uniqueness_ratio_nswprice,uniqueness_ratio_nswdemand,uniqueness_ratio_vicprice,uniqueness_ratio_vicdemand,uniqueness_ratio_transfer,uniqueness_ratio_predict_proba_0,uniqueness_ratio_predict_proba_1,uniqueness_ratio_prediction,attr_sparsity_,kmeans_n_iter,kmeans_n_clusters,kmeans_inertia,kmenas_compactness,recall,precision,kappa,f1-score,last_recall,last_precision,last_kappa,last_f1-score,meta_predict_recall,meta_predict_precision,meta_predict_kappa,meta_predict_f1-score
0.004956,2.0,1.0,0.166777,0.780422,0.003467,0.422915,0.414912,0.837174325505449,0.9689304858109126,1.0,0.004867,0.0,0.0,0.042272,0.184023,0.003467,0.422915,0.414912,0.031069514189087204,0.162825674494551,0.0,0.004920160000000001,1.2,0.50851064,0.08075834999999999,0.51519934,0.003467,0.42291500000000015,0.4149120000000001,0.5013953883810884,0.4986046116189115,0.26,0.004911,1.0,0.5212765,0.077879,0.5241,0.003467,0.422915,0.414912,0.5614747596310945,0.4385252403689055,0.0,3.1056390549119034e-05,0.6963106238227914,0.29330097964110985,0.028341703132522232,0.14214410491229515,0.0,1.6737241846796128e-16,1.1158161231197418e-16,0.25566739122252824,0.2556673912225282,0.4408440022768081,0.999969837878591,-0.5037423003392557,-0.5051165527945155,-0.8219911324954885,-0.8223180392027956,0.29663429187270773,-0.3000406632131414,-0.3012355989057657,0.5832408484982144,0.33829937321755393,,,,,,,,,,,,,,,,,,,0.852188712057684,0.8535839700576879,-0.7940218314107237,-0.7555533188320052,-0.6400367015004432,,,,-0.8521887120576851,-0.8535839700576883,0.7940218314107232,0.7555533188320059,0.6400367015004431,,,,-1.0000000000000002,-0.6951100239244462,-0.6976100176027695,0.6708409570241092,0.6297528483684707,0.4811041081483253,,,,-0.8386163589024137,0.8386163589024143,0.004920062854264894,0.0,0.0,0.07592118682333043,0.4902779392394472,0.0034669999999999983,0.4229150000000001,0.4149119999999999,0.3824793684439292,0.4360887797342644,0.0,0.004919965598523532,0.0,0.0,0.0711302265819778,0.45827683021494486,0.003467000000000001,0.42291499999999993,0.41491199999999995,0.2143761290507381,0.382134282819735,0.0,1.0133126873497391,1.0133126873497391,3.863367192455166,3.1600127638407542,4.577444298765695,0.0,0.0,0.0,4.605170185988092,4.605170185988092,0.5730569171314204,0.2727272727272727,0,0,0,4,12,0,0,0,0,0,0,4.500000000000077e-05,1.0,0.489362,0.03479600000000001,0.12931399999999998,0.0,0.0,0.0,0.41493377351624094,0.4149337735162406,1.0,0.03,0.03,0.48,0.37,0.98,0.01,0.01,0.01,1.0,1.0,0.02,0.01838901838901839,4,3,235.86463966295125,143.84059455792928,0.85,0.85,0.6414913957934991,0.85,,,,,0.7649191542692543,0.7649191542692543,0.47428303613389317,0.7649191542692543
0.005,3.0,1.0,0.10475,0.740702,0.003467,0.422915,0.414912,0.837174325505449,0.7540772796029728,1.0,0.004911,1.0,0.0,0.042272,0.200982,0.003467,0.422915,0.414912,0.2459227203970272,0.162825674494551,0.0,0.00494862,1.84,0.49319149,0.06433312,0.5118744400000002,0.003467,0.42291500000000015,0.4149120000000001,0.5989969619992328,0.40100303800076714,0.1,0.004956,2.0,0.47872349999999997,0.056323,0.5243234999999999,0.003467,0.422915,0.414912,0.6747497553870387,0.3252502446129611,0.0,3.150301572865708e-05,0.7066781016799227,0.2922213872759568,0.02053864273164568,0.13340205084170983,0.0,1.6737241846796128e-16,1.1158161231197418e-16,0.16879554290564475,0.16879554290564475,0.30151134457776363,0.999969762121807,-0.532887595389629,-0.5340134462882631,-0.7031709795970321,-0.7002243655574373,0.13973611134703115,-0.4403507280678735,-0.44089223812439976,0.5449678042644241,0.17389011745379346,,,,,,,,,,,,,,,,,,,0.822450757735723,0.8193651301807964,-0.6340904439725383,-0.7508792555028485,-0.5655483047263065,,,,-0.8224507577357232,-0.8193651301807962,0.6340904439725382,0.7508792555028486,0.5655483047263062,,,,-1.0,-0.40006246741279883,-0.3982160867920021,0.3932024233274441,0.4473460890572143,0.3312210669516795,,,,-0.6429333736783353,0.6429333736783354,0.00494852081388536,1.6997154566795307,0.0,0.061132512394408194,0.4897754039154458,0.0034669999999999983,0.4229150000000001,0.4149119999999999,0.5696455377453387,0.36914464951154746,0.0,0.004948421714324715,1.5625,0.0,0.05815111917303177,0.46147325936617306,0.003467000000000001,0.42291499999999993,0.41491199999999995,0.5343596465361219,0.34185075333973247,0.0,1.027764205961499,1.027764205961499,3.863367192455166,2.6968604137996905,4.563581355154496,0.0,0.0,0.0,4.605170185988092,4.605170185988092,0.3250829733914482,0.2727272727272727,0,0,0,0,12,0,0,0,0,0,10,4.500000000000077e-05,1.0,0.489362,0.044561500000000004,0.12336400000000003,0.0,0.0,0.0,0.2517929423308697,0.25179294233086963,0.0,0.03,0.03,0.48,0.25,0.97,0.01,0.01,0.01,1.0,1.0,0.02,0.019293463737908183,12,3,180.80435350532179,127.0669448116655,0.8,0.8,0.31506849315068497,0.8,,,,,0.7803045732021137,0.7803045732021137,0.30537567052245956,0.7803045732021137
0.005,3.0,1.0,0.098295,0.740405,0.003467,0.422915,0.414912,0.837174325505449,0.7152504657544208,1.0,0.004911,1.0,0.0,0.042122,0.200982,0.003467,0.422915,0.414912,0.2847495342455791,0.162825674494551,0.0,0.00497532,2.44,0.5187234000000001,0.05206909,0.5038366599999999,0.003467,0.42291500000000015,0.4149120000000001,0.6951446012001311,0.304855398799869,0.02,0.004956,2.0,0.5212765,0.042692,0.5240255,0.003467,0.422915,0.414912,0.712862491150254,0.2871375088497458,0.0,2.5366358059684472e-05,0.5741924500522188,0.3045786013499021,0.01496682034887352,0.12840689237230032,0.0,1.6737241846796128e-16,1.1158161231197418e-16,0.09422004036180856,0.09422004036180855,0.14070529413628965,0.9999778376555043,-0.15744832694811062,-0.15572385533835054,-0.45319609364214164,-0.4506001480911653,-0.21222883223324548,-0.047273452750608666,-0.04721729523642728,0.5442572474003129,-0.23106209760142424,,,,,,,,,,,,,,,,,,,0.5652363798151782,0.5607977163593502,-0.540216677158704,-0.47287822064085977,-0.4073448420116582,,,,-0.5652363798151794,-0.5607977163593512,0.5402166771587046,0.4728782206408599,0.40734484201165777,,,,-1.0000000000000002,-0.364059425960792,-0.36007202160720253,0.2218564486452312,0.4071551848433851,0.024902467108337344,,,,-0.6163665789262812,0.6163665789262811,0.004975255887985369,2.3632659635857793,0.0,0.05040254836604022,0.48303160713308196,0.0034669999999999983,0.4229150000000001,0.4149119999999999,0.6858176886674869,0.2947343723280946,0.0,0.0049751916818638765,2.272727272727273,0.0,0.04911128359026246,0.4563630293741022,0.003467000000000001,0.42291499999999993,0.41491199999999995,0.6714347219539801,0.28702196233891525,0.0,0.8333654410717204,0.8333654410717204,3.863367192455166,2.561005667984973,4.521992524320895,0.0,0.0,0.0,4.605170185988092,4.605170185988092,0.098039113279732,0.2727272727272727,0,0,0,9,13,0,0,0,13,13,2,4.399999999999977e-05,1.0,0.5319149999999999,0.013781000000000002,0.11484625000000004,0.0,0.0,0.0,0.042530363361222956,0.04253036336122307,0.0,0.03,0.03,0.48,0.26,0.94,0.01,0.01,0.01,1.0,1.0,0.02,0.01944981732215775,16,4,120.79035194321143,103.49070062707017,0.75,0.75,0.10458452722063039,0.75,,,,,0.7654558646062822,0.7654558646062822,0.16498290169113072,0.7654558646062822
0.005044,4.0,1.0,0.09208,0.740405,0.003467,0.422915,0.414912,0.7713900300479903,0.42502842547376135,0.0,0.004956,2.0,0.0,0.042122,0.201279,0.003467,0.422915,0.414912,0.5749715745262387,0.22860996995200958,0.0,0.00500352,3.08,0.50340425,0.04811502000000001,0.5034692,0.003467,0.42291500000000015,0.4149120000000001,0.7027223715270432,0.297277628472957,0.0,0.005,3.0,0.5212765,0.042572,0.5235795,0.003467,0.422915,0.414912,0.7124701858335316,0.2875298141664683,0.0,3.169184963572374e-05,0.7202693099028161,0.2907756961574436,0.010066497984719591,0.12915355286313931,0.0,1.6737241846796128e-16,1.1158161231197418e-16,0.039524247237705194,0.0395242472377052,0.0,1.0,-0.5718568225059719,-0.5718568225059838,0.14617946091895237,0.1461794609189593,-0.2467267703355583,-0.2952619611885709,-0.29526196118857306,0.5551190819124575,-0.2592119637795045,,,,,,,,,,,,,,,,,,,0.40617403742036157,0.40617403742036157,-0.4316778949883281,-0.33557346013757694,-0.5111170075663697,,,,-0.4061740374203659,-0.40617403742036584,0.4316778949883284,0.3355734601375755,0.5111170075663694,,,,-0.9999999999999994,,,,,,,,,,,0.005003420584475405,2.991319476714229,0.0,0.04730982000821079,0.482505794444979,0.0034669999999999983,0.4229150000000001,0.4149119999999999,0.7015597120802719,0.29490378133712936,0.0,0.005003321117516655,2.8985507246376816,0.0,0.046679641755868535,0.45574836718752293,0.003467000000000001,0.42291499999999993,0.41491199999999995,0.7003299497603094,0.29272835133416514,0.0,1.0466051465148276,1.0466051465148276,3.863367192455166,2.3887649417091597,4.535855467932095,0.0,0.0,0.0,4.605170185988092,4.605170185988092,0.0,0.18181818181818182,0,0,0,6,12,0,0,0,12,12,0,4.399999999999977e-05,1.0,0.489362,0.008437,0.11763600000000002,0.0,0.0,0.0,0.03121190445920108,0.031211904459201023,0.0,0.03,0.03,0.48,0.19,0.95,0.01,0.01,0.01,1.0,1.0,0.01,0.01984807645185004,7,4,99.32025520901355,92.68443838044244,0.74,0.74,0.0,0.74,,,,,0.7648723443632384,0.7648723443632384,-0.006946528941646326,0.7648723443632384
0.005088,5.0,1.0,0.09208,0.694287,0.003467,0.422915,0.414912,0.7702922907053212,0.3677936755205761,0.0,0.005,3.0,0.0,0.042122,0.165129,0.003467,0.422915,0.414912,0.632206324479424,0.22970770929467882,0.0,0.005031679999999999,3.72,0.48808510999999993,0.04985604000000001,0.4834662099999999,0.003467,0.42291500000000015,0.4149120000000001,0.713675485316146,0.2863245146838538,0.0,0.005044,4.0,0.47872349999999997,0.045319,0.5160665,0.003467,0.422915,0.414912,0.7160609701471923,0.28393902985280794,0.0,2.938661826977245e-05,0.6678776879493774,0.29616064586345786,0.011304715436015756,0.14240800261038952,0.0,1.6737241846796128e-16,1.1158161231197418e-16,0.02058077130705473,0.020580771307054737,0.0,1.0,-0.4255729370820743,-0.4255729370820766,0.3232601095369837,0.32326010953698237,-0.43545862201198315,-0.3956107133590862,-0.3956107133590814,0.570654974988954,-0.39087930621606554,,,,,,,,,,,,,,,,,,,-0.23402431836623666,-0.23402431836624232,0.18303053763241728,-0.6216616622267518,-0.33713937841850006,,,,0.23402431836623994,0.23402431836624532,-0.18303053763241794,0.6216616622267501,0.337139378418499,,,,-1.0000000000000009,,,,,,,,,,,0.005031595168684563,3.661960860916354,0.0,0.04884273063501291,0.4558050219210316,0.0034669999999999983,0.4229150000000001,0.4149119999999999,0.7133756137608028,0.2856170795691224,0.0,0.005031510461955192,3.605769230769231,0.0,0.04803099345356438,0.4200076673648332,0.003467000000000001,0.42291499999999993,0.41491199999999995,0.7130691974386639,0.2849298073526277,0.0,0.9732531211321691,0.9732531211321691,3.863367192455166,2.5398085684269995,4.591307242376893,0.0,0.0,0.0,4.605170185988092,4.605170185988092,0.0,0.18181818181818182,0,0,0,9,13,0,0,0,5,5,0,4.399999999999977e-05,1.0,0.51595725,0.008437,0.13775650000000006,0.0,0.0,0.0,0.023786696059937884,0.02378669605993755,0.0,0.03,0.03,0.48,0.22,0.99,0.01,0.01,0.01,1.0,1.0,0.01,0.019293463737908183,8,3,140.9350268988616,107.56157106190653,0.61,0.61,0.0,0.61,,,,,0.6362642905362678,0.6362642905362678,0.021018696497769294,0.6362642905362678
0.005088,5.0,1.0,0.119731,0.694287,0.003467,0.422915,0.414912,0.7349214906177484,0.41366240857877007,0.0,0.005,3.0,0.0,0.042122,0.165129,0.003467,0.422915,0.414912,0.58633759142123,0.2650785093822516,0.0,0.00505808,4.32,0.5136170200000001,0.05820450000000001,0.4667137400000001,0.003467,0.42291500000000015,0.4149120000000001,0.6996332513346141,0.3003667486653858,0.0,0.005044,4.0,0.5212765,0.047886,0.5028265,0.003467,0.422915,0.414912,0.7098080492964451,0.29019195070355497,0.0,2.8576913759186655e-05,0.6494753127087911,0.29793400285667565,0.01861171999199983,0.13670130858821247,0.0,1.6737241846796128e-16,1.1158161231197418e-16,0.031698981079894904,0.03169898107989492,0.0,0.9999999999999999,-0.3737175263576894,-0.3737175263576788,0.6426177505772335,0.6426177505772317,-0.07491157257273726,-0.38777062340922785,-0.38777062340922486,0.5398240708579155,-0.08707839887510944,,,,,,,,,,,,,,,,,,,-0.41923426862677565,-0.41923426862677177,0.014575675176871123,-0.8762058836498331,-0.33539825577869326,,,,0.41923426862677227,0.4192342686267685,-0.014575675176871864,0.8762058836498322,0.33539825577869375,,,,-1.0000000000000002,,,,,,,,,,,0.005057999952560035,4.268431567779225,0.0,0.05575451260411717,0.4415056491952515,0.0034669999999999983,0.4229150000000001,0.4149119999999999,0.6988843303560316,0.2988587284000413,0.0,0.005057919776955976,4.213483146067416,0.0,0.053734083613632196,0.4100221560743246,0.003467000000000001,0.42291499999999993,0.41491199999999995,0.6980946268636063,0.2974825406555091,0.0,0.9469139517738845,0.9469139517738845,3.863367192455166,2.779108309897081,4.605170185988092,0.0,0.0,0.0,4.605170185988092,4.605170185988092,0.0,0.18181818181818182,0,0,0,3,0,0,0,0,6,6,0,4.399999999999977e-05,1.0,0.5319149999999999,0.029243000000000005,0.17565474999999997,0.0,0.0,0.0,0.03293357088598736,0.032933570885987584,0.0,0.03,0.03,0.48,0.25,1.0,0.01,0.01,0.01,1.0,1.0,0.01,0.018985668200327887,7,3,158.17050759362942,119.5957171030075,0.5,0.5,0.0,0.5,,,,,0.4973548109774291,0.4973548109774291,-0.002904968477494349,0.4973548109774291
0.005133,6.0,1.0,0.119731,0.694287,0.003467,0.422915,0.414912,0.7652339560932783,0.41366240857877007,0.0,0.005044,4.0,0.0,0.041942,0.090301,0.003467,0.422915,0.414912,0.58633759142123,0.23476604390672162,0.0,0.005086480000000001,4.96,0.49829788,0.060216080000000005,0.4129856700000001,0.003467,0.42291500000000015,0.4149120000000001,0.7029620749449115,0.29703792505508836,0.0,0.005088,5.0,0.489362,0.056323,0.45135349999999996,0.003467,0.422915,0.414912,0.7114011546781668,0.2885988453218331,0.0,3.218898738840538e-05,0.7236272269866326,0.2904131492325325,0.018177913691492586,0.15590817911738333,0.0,1.6737241846796128e-16,1.1158161231197418e-16,0.03704570909090961,0.03704570909090962,0.0,0.9999696700088216,-0.5814725133567064,-0.5812040408504987,0.23967942476477355,0.2439166766001536,0.06439654792756583,-0.675144397735239,-0.6751656077683391,0.6066689491734566,0.19842910814385922,,,,,,,,,,,,,,,,,,,0.017154682122732044,0.014252789954354758,-0.1986420604542316,-0.8694609601102474,-0.6055157441915944,,,,-0.01715468212273454,-0.014252789954357355,0.19864206045423213,0.8694609601102468,0.6055157441915959,,,,-1.0,,,,,,,,,,,0.005086379198961829,4.907255831096519,0.0,0.05782410080454389,0.37325550770499705,0.0034669999999999983,0.4229150000000001,0.4149119999999999,0.7019603284655506,0.2948716258325407,0.0,0.005086278430970488,4.854368932038835,0.0,0.05572499995191852,0.32105359365084196,0.003467000000000001,0.42291499999999993,0.41491199999999995,0.7009207724785321,0.29281277825894425,0.0,1.0512435186197397,1.0512435186197397,3.863367192455166,2.9085042668837136,4.605170185988092,0.0,0.0,0.0,4.605170185988092,4.605170185988092,0.0,0.18181818181818182,0,0,0,0,0,0,0,0,3,3,0,4.399999999999977e-05,1.0,0.489362,0.032665,0.20841975000000007,0.0,0.0,0.0,0.045114651698777375,0.04511465169877732,0.0,0.03,0.03,0.48,0.27,1.0,0.01,0.01,0.01,1.0,1.0,0.01,0.018834175084175085,6,3,149.6329512403538,113.73521849109767,0.45,0.45,0.0,0.45,,,,,0.4716695134015816,0.4716695134015816,-0.016242126282686783,0.4716695134015816
0.005177,6.0,1.0,0.119731,0.634484,0.003467,0.422915,0.414912,0.7652339560932783,0.41366240857877007,0.0,0.005088,0.0,0.0,0.041942,0.090301,0.003467,0.422915,0.414912,0.58633759142123,0.23476604390672162,0.0,0.005114939999999999,5.18,0.48297872000000003,0.06445175999999998,0.3739586,0.003467,0.42291500000000015,0.4149120000000001,0.6886599418159989,0.3113400581840012,0.0,0.005133,5.0,0.47872349999999997,0.068362,0.388649,0.003467,0.422915,0.414912,0.6909611786248017,0.3090388213751983,0.0,2.6996004193662812e-05,1.4025949975929357,0.3021476017702219,0.017538649976332935,0.14063399986547215,0.0,1.6737241846796128e-16,1.1158161231197418e-16,0.04243068753110593,0.042430687531105946,0.0,-0.2654123907670686,-0.23868160359071416,0.3267917122865863,-0.3833803812385221,0.21645824293444652,0.3760903394976027,-0.2291187498010331,0.10562023743445875,0.6150827845996738,0.6300156129643981,,,,,,,,,,,,,,,,,,,-0.07754891763200797,0.12929481314899016,-0.39207259582190385,-0.7232237953135388,-0.8551945536357188,,,,0.07754891763200741,-0.1292948131489914,0.39207259582190307,0.7232237953135393,0.8551945536357185,,,,-0.9999999999999997,,,,,,,,,,,0.0051148695741065914,0.0,0.0,0.062163317034973804,0.3409147411232874,0.0034669999999999983,0.4229150000000001,0.4149119999999999,0.687347119813585,0.30849441966540786,0.0,0.00511479925089076,0.0,0.0,0.059936027080214144,0.29968040316291616,0.003467000000000001,0.42291499999999993,0.41491199999999995,0.686015327222701,0.3056683674020556,0.0,0.8783130902136367,0.8783130902136367,3.863367192455166,2.8635178539258854,4.605170185988092,0.0,0.0,0.0,4.605170185988092,4.605170185988092,0.0,0.18181818181818182,0,6,0,0,0,0,0,0,0,0,0,4.500000000000077e-05,1.0,0.531915,0.032695,0.17260524999999993,0.0,0.0,0.0,0.06454188129710514,0.06454188129710531,0.0,0.03,0.03,0.48,0.27,1.0,0.01,0.01,0.01,1.0,1.0,0.01,0.01890972387055938,10,3,197.58160144621223,135.92013330981587,0.37,0.37,0.0,0.37,,,,,0.41959244089248593,0.41959244089248593,0.0004955411220684895,0.41959244089248593
0.005177,6.0,1.0,0.119731,0.731032,0.003467,0.422915,0.414912,0.7652339560932783,0.9248204121964266,1.0,0.005088,0.0,0.0,0.041942,0.090301,0.003467,0.422915,0.414912,0.07517958780357321,0.23476604390672162,0.0,0.005141639999999999,3.68,0.50851064,0.06379103,0.4058122099999999,0.003467,0.42291500000000015,0.4149120000000001,0.5663160805301449,0.4336839194698552,0.21,0.005133,5.0,0.5212765,0.068362,0.4219725,0.003467,0.422915,0.414912,0.6619716571508647,0.3380283428491352,0.0,3.091713264371549e-05,2.7956676440087755,0.29330097964110985,0.01889202321137927,0.15751102354472518,0.0,1.6737241846796128e-16,1.1158161231197418e-16,0.21359872068388946,0.21359872068388946,0.40936018074033237,-0.7922805644687151,-0.5064663182443266,0.29690743755679155,-0.3118441645313139,0.122881184957456,0.35479242361909935,-0.013392176204936546,-0.17908397862219014,0.5988199910855926,0.5006456484520453,,,,,,,,,,,,,,,,,,,-0.6276505356180524,0.7449453144566754,-0.07778112449419676,-0.15501315272050398,-0.6177640975462112,,,,0.6276505356180524,-0.7449453144566758,0.07778112449419707,0.15501315272050406,0.6177640975462112,,,,-0.9999999999999998,0.5926408063163002,-0.682088587287881,0.04134852228342381,-0.016962005765373874,0.507041222518088,,,,-0.9399217998234062,0.9399217998234062,0.005141547858577659,0.0,0.0,0.061156713972331224,0.3651362293785698,0.0034669999999999983,0.4229150000000001,0.4149119999999999,0.4996161876590538,0.3931659292356745,0.0,0.005141455600542553,0.0,0.0,0.05868572701926812,0.31288701869651697,0.003467000000000001,0.42291499999999993,0.41491199999999995,0.40199854094044185,0.36417487087167255,0.0,1.0133126873497391,1.0133126873497391,3.863367192455166,3.030482880923021,4.605170185988092,0.0,0.0,0.0,4.605170185988092,4.605170185988092,0.5139566706172256,0.09090909090909091,0,0,0,0,0,0,0,0,23,23,21,4.399999999999977e-05,6.0,0.489362,0.032695,0.21332924999999991,0.0,0.0,0.0,0.12338896034328106,0.12338896034328095,0.0,0.03,0.03,0.48,0.3,1.0,0.01,0.01,0.01,1.0,1.0,0.02,0.018684251844873604,2,2,408.81094082335835,189.8247637734716,0.46,0.46,-0.06761565836298944,0.46,,,,,0.4566982702620833,0.4566982702620833,-0.021344398929617633,0.4566982702620833
0.005221,6.0,1.0,0.119191,0.731032,0.003467,0.422915,0.414912,0.8063221219875021,0.9266124405570834,1.0,0.005133,0.0,0.0,0.042122,0.140137,0.003467,0.422915,0.414912,0.07338755944291663,0.1936778780124979,0.0,0.005169960000000001,2.22,0.49319149,0.06344730999999998,0.44465781,0.003467,0.42291500000000015,0.4149120000000001,0.48947446187283356,0.5105255381271665,0.33,0.005177,1.0,0.47872349999999997,0.068362,0.47091649999999996,0.003467,0.422915,0.414912,0.6340448054309729,0.36595519456902725,0.0,3.109383647391645e-05,2.7508676317250753,0.2922213872759568,0.016186612620157765,0.14583940122134312,0.0,1.6737241846796128e-16,1.1158161231197418e-16,0.25451640240237494,0.25451640240237494,0.4725815626252608,-0.7819018866010071,-0.5340134462882766,0.32858762774381106,-0.021422039165759882,0.2822930923638597,-0.2040254341431069,-0.03731340746555826,-0.09056802611095649,0.5320360852882866,0.04868915219938826,,,,,,,,,,,,,,,,,,,-0.13654217265724244,0.5722269692321341,-0.44233935318960904,0.20341817132665627,-0.6810971672157303,,,,0.13654217265724272,-0.5722269692321341,0.44233935318960893,-0.2034181713266561,0.6810971672157305,,,,-1.0000000000000002,0.15969830997887777,-0.569226686572385,0.401604741150816,-0.27314173661006697,0.5892746713596029,,,,-0.9461512538894474,0.9461512538894475,0.0051698675147338665,0.0,0.0,0.061396236432019385,0.415429491856687,0.0034669999999999983,0.4229150000000001,0.4149119999999999,0.38929465555876763,0.4523967196527462,0.0,0.005169775114220019,0.0,0.0,0.05937632483970985,0.37996105674149955,0.003467000000000001,0.42291499999999993,0.41491199999999995,0.275483644850611,0.40464512299624505,0.0,1.027764205961499,1.027764205961499,3.863367192455166,2.9850641625570686,4.605170185988092,0.0,0.0,0.0,4.605170185988092,4.605170185988092,0.6341786357122057,0.09090909090909091,0,0,0,1,0,0,0,0,0,0,0,4.399999999999977e-05,6.0,0.489362,0.024430499999999994,0.2081595,0.0,0.0,0.0,0.49823892540132775,0.49823892540132797,1.0,0.03,0.03,0.48,0.29,1.0,0.01,0.01,0.01,1.0,1.0,0.02,0.018834175084175085,3,3,182.70462728877317,124.9832487583502,0.33,0.33,-0.32202052091554845,0.33,,,,,0.38256707487492697,0.38256707487492697,-0.24946378324076662,0.38256707487492697
