max_airline,max_flight,max_airportFrom,max_airportTo,max_dayOfWeek,max_time,max_attribute,max_predict_proba_0,max_predict_proba_1,max_prediction,min_airline,min_flight,min_airportFrom,min_airportTo,min_dayOfWeek,min_time,min_attribute,min_predict_proba_0,min_predict_proba_1,min_prediction,mean_airline,mean_flight,mean_airportFrom,mean_airportTo,mean_dayOfWeek,mean_time,mean_attribute,mean_predict_proba_0,mean_predict_proba_1,mean_prediction,median_airline,median_flight,median_airportFrom,median_airportTo,median_dayOfWeek,median_time,median_attribute,median_predict_proba_0,median_predict_proba_1,median_prediction,std_airline,std_flight,std_airportFrom,std_airportTo,std_dayOfWeek,std_time,std_attribute,std_predict_proba_0,std_predict_proba_1,std_prediction,corr_flight_airline,corr_airportFrom_airline,corr_airportFrom_flight,corr_airportTo_airline,corr_airportTo_flight,corr_airportTo_airportFrom,corr_dayOfWeek_airline,corr_dayOfWeek_flight,corr_dayOfWeek_airportFrom,corr_dayOfWeek_airportTo,corr_time_airline,corr_time_flight,corr_time_airportFrom,corr_time_airportTo,corr_time_dayOfWeek,corr_attribute_airline,corr_attribute_flight,corr_attribute_airportFrom,corr_attribute_airportTo,corr_attribute_dayOfWeek,corr_attribute_time,corr_predict_proba_0_airline,corr_predict_proba_0_flight,corr_predict_proba_0_airportFrom,corr_predict_proba_0_airportTo,corr_predict_proba_0_dayOfWeek,corr_predict_proba_0_time,corr_predict_proba_0_attribute,corr_predict_proba_1_airline,corr_predict_proba_1_flight,corr_predict_proba_1_airportFrom,corr_predict_proba_1_airportTo,corr_predict_proba_1_dayOfWeek,corr_predict_proba_1_time,corr_predict_proba_1_attribute,corr_predict_proba_1_predict_proba_0,corr_prediction_airline,corr_prediction_flight,corr_prediction_airportFrom,corr_prediction_airportTo,corr_prediction_dayOfWeek,corr_prediction_time,corr_prediction_attribute,corr_prediction_predict_proba_0,corr_prediction_predict_proba_1,gmean_airline,gmean_flight,gmean_airportFrom,gmean_airportTo,gmean_dayOfWeek,gmean_time,gmean_attribute,gmean_predict_proba_0,gmean_predict_proba_1,gmean_prediction,hmean_airline,hmean_flight,hmean_airportFrom,hmean_airportTo,hmean_dayOfWeek,hmean_time,hmean_attribute,hmean_predict_proba_0,hmean_predict_proba_1,hmean_prediction,entropy_airline,entropy_flight,entropy_airportFrom,entropy_airportTo,entropy_dayOfWeek,entropy_time,entropy_attribute,entropy_predict_proba_0,entropy_predict_proba_1,entropy_prediction,prop_pca,nr_outliers_airline,nr_outliers_flight,nr_outliers_airportFrom,nr_outliers_airportTo,nr_outliers_dayOfWeek,nr_outliers_time,nr_outliers_attribute,nr_outliers_predict_proba_0,nr_outliers_predict_proba_1,nr_outliers_prediction,iqr_airline,iqr_flight,iqr_airportFrom,iqr_airportTo,iqr_dayOfWeek,iqr_time,iqr_attribute,iqr_predict_proba_0,iqr_predict_proba_1,iqr_prediction,uniqueness_ratio_airline,uniqueness_ratio_flight,uniqueness_ratio_airportFrom,uniqueness_ratio_airportTo,uniqueness_ratio_dayOfWeek,uniqueness_ratio_time,uniqueness_ratio_attribute,uniqueness_ratio_predict_proba_0,uniqueness_ratio_predict_proba_1,uniqueness_ratio_prediction,attr_sparsity_,kmeans_n_iter,kmeans_n_clusters,kmeans_inertia,kmenas_compactness,psi_airline,psi_flight,psi_airportFrom,psi_airportTo,psi_dayOfWeek,psi_time,psi_attribute,psi_predict_proba_0,psi_predict_proba_1,psi_prediction,psi_drift_flag,dc_accuracy,dc_drift_flag,overlap_predict_proba_0_predict_proba_1,omv_pth_drift_flag,predict_proba_0_ks_statistic,predict_proba_0_ks_pvalue,predict_proba_1_ks_statistic,predict_proba_1_ks_pvalue,sqsi_drift_flag,distance_class_1,distance_class_0,u_detect_drift_flag,recall,precision,kappa,f1-score,last_recall,last_precision,last_kappa,last_f1-score,meta_predict_recall,meta_predict_precision,meta_predict_kappa,meta_predict_f1-score
17.0,7801.0,292.0,290.0,3.0,510.0,410.0,0.6859727285728712,0.4445110046909136,0.0,0.0,1.0,1.0,2.0,3.0,456.0,27.0,0.5554889953090865,0.31402727142712866,0.0,9.548,2275.084,144.346,145.726,3.0,483.954,140.226,0.6367072512028419,0.36329274879715806,0.0,11.0,1683.5,153.0,153.0,3.0,482.5,120.0,0.6395779452366912,0.3604220547633088,0.0,5.333304804728503,2030.4215317368314,77.29089316450009,78.75753724992722,0.0,15.325167038069917,75.64314118813952,0.022147376155409227,0.022147376155409234,0.0,0.11798286726912927,0.027353791762739558,-0.06350420259199545,0.08133387749129127,-0.09262299950754639,-0.03439762008892441,,,,,-0.1306249087517203,0.034851207591442036,-0.05304950710703255,-0.03104302272508311,,-0.27080946167685105,-0.37342198998726495,0.029718084416254967,0.12694508093376605,,0.06403625475077031,0.24914579496042455,0.49421713042606585,-0.09131282389038202,-0.18148634178404968,,-0.25802755557166407,-0.7500770471804954,-0.24914579496042594,-0.4942171304260677,0.09131282389038256,0.1814863417840507,,0.2580275555716505,0.7500770471804972,-1.0000000000000007,,,,,,,,,,0.0,1300.0059556942608,112.75948026077654,115.03005796562296,2.9999999999999996,483.71126080929054,122.79578437454886,0.6363166445683489,0.36263153466454845,0.0,0.0,150.5971736774309,58.156602449368684,70.26802669551242,3.000000000000001,483.4682694597611,108.07061146826686,0.6359201044800173,0.3619832236640379,0.0,2.6082680186481815,6.791462900651481,4.290646991706372,4.341250766046739,0.0,3.026903121674006,5.050050027839915,6.907755278982134,6.907755278982134,0.0,0.1,0,70,0,0,0,0,48,6,6,0,10.0,2348.0,129.0,134.0,0.0,27.0,91.25,0.03248497511237314,0.03248497511237297,0.0,0.018,0.918,0.148,0.152,0.001,0.054,0.254,1.0,1.0,0.001,0.002157727307616863,12,3,5045.587383913148,2196.8563111947283,0.014493652178724874,0.022113241049265858,0.01690313388233336,0.007366089113804563,0.0,7.5918212085785495,0.030767168693520506,2.0034890203533995,2.673140747773075,0.23331957947755946,1,1.0,1,6.716915912363675e-10,0,0.09525000000000006,5.726188506012391e-08,0.09525,5.7261885060125065e-08,1,0.0,413663.26456360327,1,0.0,0.0,0.0,0.0,,,,,0.001524652149559127,-0.0004312052745621326,0.0034095850545539774,0.0013762802004914478
17.0,7801.0,292.0,290.0,3.0,520.0,410.0,0.6859727285728712,0.44977571619593454,0.0,0.0,1.0,1.0,2.0,3.0,475.0,27.0,0.5502242838040654,0.31402727142712866,0.0,9.724,2359.593,139.608,145.703,3.0,498.832,139.33,0.6332393547213151,0.366760645278685,0.0,12.0,1719.0,148.0,153.0,3.0,500.0,120.0,0.6350262268651129,0.3649737731348871,0.0,5.215844038027693,2075.992214104866,80.0131266507967,79.21523745369224,0.0,13.893912941170202,75.9174984214217,0.02313124626879976,0.02313124626879977,0.0,0.06526791870371451,0.05392612636783731,-0.07057650205306001,0.04924404347710707,-0.05357982675308809,-0.007006156113612345,,,,,-0.08691594480437781,0.043164107696448684,-0.08042514432511837,0.0018218168238733137,,-0.25370206660602435,-0.34430475014602263,0.020748299050284212,0.1428647336522357,,0.03331520347634902,0.20936627586565457,0.5594627803347115,-0.07596252055084247,-0.18844243509911915,,-0.188599861442465,-0.7192761472216291,-0.209366275865656,-0.5594627803347129,0.07596252055084421,0.18844243509911918,,0.18859986144244775,0.7192761472216306,-0.9999999999999998,,,,,,,,,,0.0,1323.8316401075328,105.45577128399881,114.30240615223796,2.9999999999999996,498.6381663919114,121.91664113418106,0.6328110302865423,0.36604546342497213,0.0,0.0,133.5103427071736,52.57171053849738,66.21348970622435,3.000000000000001,498.4438549186126,107.31901019468363,0.6323762980857999,0.36534360069065486,0.0,2.6133578297650017,6.792325946868836,4.206393835323212,4.410080541924435,0.0,2.898493205939213,5.0691612699512625,6.907755278982134,6.907755278982134,0.0,0.1,0,12,0,0,0,0,54,3,3,0,10.0,2609.25,129.0,134.25,0.0,25.0,90.0,0.03615534559521005,0.03615534559521,0.0,0.018,0.919,0.15,0.156,0.001,0.046,0.25,1.0,1.0,0.001,0.0021547398596578923,15,3,4963.135518991504,2182.757496225104,0.007311245578224195,0.008658549534950266,0.01779958350572793,0.012193136400715917,0.0,7.5918212085785495,0.028672049453408725,1.995901336692834,2.623348195842486,0.23331957947755946,1,1.0,1,0.015482762006487016,0,0.15625,9.148321100410085e-21,0.15624999999999997,9.148321100410239e-21,1,0.0,432407.6136247039,1,0.0,0.0,0.0,0.0,,,,,0.0015123899061866553,0.0012640770379776305,-0.0010620600213538172,0.000985661359196875
17.0,7801.0,292.0,290.0,3.0,536.0,404.0,0.6859727285728712,0.4582375365715753,0.0,0.0,1.0,0.0,2.0,3.0,490.0,27.0,0.5417624634284246,0.31402727142712866,0.0,9.528,2386.894,136.669,147.214,3.0,513.012,140.218,0.6287170594281696,0.3712829405718305,0.0,10.5,1680.5,135.0,153.0,3.0,512.0,120.0,0.6295090460570663,0.3704909539429336,0.0,5.179192991194674,2116.9092047948925,82.67384352625324,79.66997872165845,0.0,12.941535432062894,76.94619674287478,0.02480549638163961,0.024805496381639605,0.0,0.051003029220973065,0.12848170095416273,-0.027922493286108553,0.059413395941888374,-0.010964645535622927,0.010424840590104685,,,,,-0.07950061544218008,-0.023713683521200384,-0.0019675493426253654,0.03106872402959633,,-0.23503452053319251,-0.3267829324156246,0.04613747183056879,0.12994955167502625,,-0.008025298359771298,0.19862710063751762,0.6265086376236528,-0.05808848330418297,-0.15353595865644556,,-0.1520097916872323,-0.6967649679785208,-0.1986271006375187,-0.6265086376236525,0.05808848330418294,0.15353595865644576,,0.15200979168723106,0.6967649679785215,-1.0000000000000004,,,,,,,,,,0.0,1349.7015552784862,0.0,115.34253398730885,2.9999999999999996,512.8488147799184,122.69319265138279,0.6282207861645389,0.37047004643494397,0.0,0.0,213.50038574917946,0.0,63.426063674122716,3.000000000000001,512.6855468049496,108.25416567127499,0.6277169378617581,0.3696719986231308,0.0,2.614435482931771,6.809668177416213,4.098192786601898,4.424690945080432,0.0,2.905829716795759,5.067460247129023,6.907755278982134,6.907755278982134,0.0,0.1,0,0,0,0,0,0,65,4,4,0,10.0,2980.75,130.0,135.25,0.0,24.0,87.0,0.04086427057553821,0.040864270575538264,0.0,0.018,0.93,0.142,0.157,0.001,0.046,0.253,1.0,1.0,0.001,0.0021507653749467353,12,3,4954.152537345105,2184.373653211415,0.0155700252442127,0.008492490462412345,0.012010068496473712,0.015332809840710263,0.0,6.238211856018692,0.031231199725087685,2.029922444109418,2.6203237465302043,0.23331957947755946,1,1.0,1,0.4404421831924057,0,0.1884,4.6402007133404105e-30,0.1884,4.6402007133404105e-30,1,0.0,449610.1275184394,1,0.0,0.0,0.0,0.0,,,,,0.0021768561414598694,-0.00015556430261698474,-0.00010780961748111638,0.005143715137555809
17.0,7770.0,292.0,290.0,3.0,555.0,401.0,0.6795581295437069,0.47200508062083074,0.0,0.0,1.0,0.0,0.0,3.0,505.0,30.0,0.5279949193791692,0.3204418704562931,0.0,9.525,2352.756,140.85,149.623,3.0,527.019,140.589,0.6252944682425434,0.3747055317574566,0.0,10.0,1685.5,148.0,154.0,3.0,525.0,120.0,0.6258802348704905,0.3741197651295094,0.0,5.204850186649512,2061.7436317998577,80.8529696591455,78.79950655450345,0.0,13.706148164145077,77.93023290225815,0.026676038452690894,0.026676038452690884,0.0,0.05971287843013407,0.11726916385173342,-0.022788216898098106,0.04583005521021511,0.01812517114030902,0.0129588379714254,,,,,-0.06723964310487705,-0.036719594748187465,0.08977339928199317,0.05986440852444797,,-0.23601916536461093,-0.31618244601240125,0.07300767163719446,0.11531523901311695,,0.03516857343938716,0.18138652940207034,0.6563641432108654,-0.07143187431152667,-0.1522077686276989,,-0.1599029735386507,-0.6747146835947114,-0.18138652940207206,-0.6563641432108687,0.07143187431152394,0.15220776862769797,,0.15990297353861765,0.6747146835947153,-0.9999999999999989,,,,,,,,,,0.0,1302.4817907130366,0.0,0.0,2.9999999999999996,526.8412875446749,122.94311991903093,0.624717055214184,0.3737740294552577,0.0,0.0,165.41609270377646,0.0,0.0,3.000000000000001,526.6639524433456,108.6106267543563,0.6241305395270079,0.3728598724807878,0.0,2.6531173493455458,6.804122999971733,4.13532156151439,4.429920658638176,0.0,2.8850508975607134,5.082217647048506,6.907755278982134,6.907755278982134,0.0,0.1,0,0,0,0,0,0,74,1,1,0,10.0,3047.0,129.0,137.0,0.0,25.0,82.25,0.04492352059716331,0.0449235205971632,0.0,0.018,0.926,0.141,0.155,0.001,0.05,0.253,1.0,1.0,0.001,0.0021667236857110276,7,3,4999.118541415036,2193.2316704905784,0.006854653406081932,0.003043525373780656,0.00669106702498351,0.011231542169941336,0.0,6.171184278262466,0.027562667264667245,2.050071469148583,2.6056369937663453,0.23331957947755946,1,1.0,1,2.641501909650401e-06,0,0.18874999999999997,3.593604501959778e-30,0.18875000000000003,3.593604501959632e-30,1,0.0,426555.1618349798,1,0.0,0.0,0.0,0.0,,,,,-0.0009578670743330823,-0.0013080223692683106,-0.0006356124476669994,0.0008316726479622638
17.0,7782.0,292.0,290.0,3.0,570.0,505.0,0.6717437112102904,0.47200508062083074,0.0,0.0,1.0,0.0,0.0,3.0,516.0,30.0,0.5279949193791692,0.3282562887897094,0.0,9.004,2331.778,144.755,152.477,3.0,542.482,139.858,0.621393572392661,0.37860642760733904,0.0,10.0,1682.5,154.0,154.0,3.0,540.0,118.0,0.6215579576691459,0.3784420423308542,0.0,5.389715487206447,2041.6732040628312,79.06601298541244,77.79408326081355,0.0,15.727397337990384,79.40823322240271,0.02898166710816889,0.028981667108168876,0.0,0.08870480333645794,0.11895921377873418,0.018435517824360613,0.052470124078806746,-0.0028065768910753787,-0.006944035681741259,,,,,-0.09406935999896023,0.04047450396920898,-0.008618902452699972,-0.021732355549706706,,-0.2662210827542957,-0.33803678147593624,0.05895035078512277,0.10660968110869891,,-0.023794245410403012,0.20560187617278017,0.6795124004182449,-0.02195544919825994,-0.13687588387203622,,-0.09907278720495834,-0.6686362094207411,-0.2056018761727803,-0.6795124004182468,0.021955449198259706,0.13687588387203675,,0.09907278720493992,0.6686362094207424,-0.9999999999999999,,,,,,,,,,0.0,1274.8940986540724,0.0,0.0,2.9999999999999996,542.2548639430102,121.6194697535623,0.6207075170190289,0.37751792890813296,0.0,0.0,135.77160872698616,0.0,0.0,3.000000000000001,542.028412925684,107.02025309881618,0.6200105414381241,0.37644994474998006,0.0,2.669545648466902,6.795098535591075,4.208624939323883,4.44691865815411,0.0,3.0202135001274835,5.095907202937935,6.907755278982134,6.907755278982134,0.0,0.1,0,0,0,0,0,0,68,0,0,0,11.0,3000.5,129.0,136.0,0.0,25.0,86.0,0.050197987947327105,0.05019798794732705,0.0,0.018,0.921,0.145,0.159,0.001,0.054,0.26,1.0,1.0,0.001,0.0021687298444739863,22,3,5303.870050552797,2253.2249816954454,0.016333797065683626,0.010796104769252624,0.023032194135745185,0.014505216461510184,0.0,6.625564335198215,0.027541035983909553,2.103545395148984,2.574507097131979,0.23331957947755946,1,1.0,1,0.0009343497905985876,0,0.19984999999999997,8.404502598289601e-34,0.19985000000000003,8.404502598289239e-34,1,0.0,418312.7580336194,1,0.0,0.0,0.0,0.0,,,,,-0.002736315078973782,0.0005949445303770553,-0.0012179190000974392,-0.0014653449399113934
17.0,7801.0,290.0,292.0,3.0,585.0,505.0,0.6717437112102904,0.4811136907373157,0.0,0.0,1.0,1.0,0.0,3.0,530.0,34.0,0.5188863092626843,0.3282562887897094,0.0,9.359,2361.688,144.064,147.97,3.0,558.553,135.325,0.6182976736182834,0.3817023263817166,0.0,11.0,1807.0,153.0,153.0,3.0,560.0,115.0,0.6188588754443383,0.3811411245556616,0.0,5.473580097073493,1974.7747162235585,78.35701452790124,79.08879906875649,0.0,16.21048953520439,75.24688344688082,0.03158232629215933,0.031582326292159325,0.0,0.0758958021274873,0.08706211096622082,0.0032255609708132225,0.05651258426199164,0.004700927167387131,0.0029883741797664004,,,,,-0.0542925303772489,0.022795194879845854,-0.03877375760108401,-0.08160020748904777,,-0.23264022355849726,-0.35431025116284415,0.07336310559586448,0.12976119868978353,,-0.053620864724405005,0.15243806775709084,0.6978373951569424,-0.03711029821492643,-0.12815223152894242,,-0.12416451504728303,-0.6522456425673001,-0.15243806775709098,-0.6978373951569435,0.03711029821492749,0.12815223152894314,,0.1241645150472746,0.6522456425673009,-0.9999999999999994,,,,,,,,,,0.0,1343.9185339342234,112.6920738692458,0.0,2.9999999999999996,558.3176971378934,118.3465477985935,0.6174793625531888,0.38041796396698485,0.0,0.0,134.51789048825236,64.48933646237168,0.0,3.000000000000001,558.0821618979352,104.63728756709631,0.6166487258436302,0.3791565180841631,0.0,2.611854901872382,6.785054676989645,4.218598230293777,4.450383950897321,0.0,3.096211649656817,5.029812744408337,6.907755278982134,6.907755278982134,0.0,0.1,0,0,0,0,0,0,53,0,0,0,10.0,2822.5,130.0,134.0,0.0,26.25,84.0,0.056883125419060154,0.05688312541906021,0.0,0.018,0.914,0.143,0.16,0.001,0.055,0.245,1.0,1.0,0.001,0.002157727307616863,24,3,5452.95529368746,2289.5230454411176,0.022556419258841914,0.020663806458174984,0.024430723973983454,0.007553432066049385,0.0,7.636154188421591,0.015692656577345233,1.8124251403465443,2.21791532672923,0.23331957947755946,1,1.0,1,0.5840313727217987,0,0.20695000000000008,3.084682494944053e-36,0.20695,3.08468249494426e-36,1,0.0,391416.6790337892,1,0.0,0.0,0.0,0.0,,,,,0.0023416788878914303,0.0019013478144647507,0.0013216693666362066,0.0013499582125127204
17.0,7801.0,290.0,292.0,3.0,600.0,549.0,0.6717437112102904,0.4834982995976585,0.0,0.0,1.0,1.0,1.0,3.0,545.0,30.0,0.5165017004023416,0.3282562887897094,0.0,9.431,2380.425,142.344,148.602,3.0,575.155,134.675,0.6134990370279241,0.386500962972076,0.0,11.0,1792.5,153.0,154.0,3.0,575.0,115.0,0.6109028477256039,0.38909715227439623,0.0,5.448754713503621,2014.5031047715302,80.64001783529365,79.65411712130374,0.0,15.688055650401363,75.01847203286765,0.03462446624344523,0.03462446624344523,0.0,0.051148321747089456,0.12997598430561597,-0.05586572971770124,0.0630389522565132,-0.013157806238117863,0.0213612817064874,,,,,0.03777972102027078,-0.03740560097330153,0.003553259160011784,0.003100598643477978,,-0.2003556418948847,-0.3985848269758951,0.08293731405485345,0.11254016286496545,,-0.02832452283548922,0.12492560988658807,0.7375697281415362,-0.07756558762207244,-0.1339382695465641,,-0.14487207714275646,-0.6599020136273513,-0.12492560988658852,-0.737569728141536,0.07756558762207234,0.13393826954656401,,0.14487207714275532,0.6599020136273515,-1.0000000000000004,,,,,,,,,,0.0,1347.4206192280526,108.63248963519437,115.96903740186178,2.9999999999999996,574.9409415022022,117.85324360206134,0.6125106223955487,0.384968113277582,0.0,0.0,128.15599666745686,61.9190059587017,61.212233656051836,3.000000000000001,574.7266156008473,104.25528061362259,0.611510580507923,0.3834557278680032,0.0,2.6205297226262885,6.784871226919472,4.137916307927861,4.463945657936333,0.0,3.1565900725195233,5.104394016498696,6.907755278982134,6.907755278982134,0.0,0.1,0,0,0,0,0,0,47,0,0,0,10.0,2854.75,137.0,136.0,0.0,27.0,84.25,0.06276924269806872,0.06276924269806855,0.0,0.018,0.915,0.143,0.171,0.001,0.055,0.252,1.0,1.0,0.001,0.0021517580572698687,11,3,5448.609464455855,2288.894165635105,0.018310293580364477,0.01199204773614593,0.011024084658735332,0.01032715381207106,0.0,7.636154188421591,0.015381628268378585,1.7322053038829461,2.157829448877818,0.23331957947755946,1,1.0,1,0.0010454500325487448,0,0.2230000000000001,4.546590305487181e-42,0.22299999999999998,4.5465903054876196e-42,1,0.0,407289.695361931,1,0.0,0.0,0.0,0.0,,,,,0.00024259277937820084,-0.0017155683711530562,-0.001425974192639046,-0.0018418236559389776
17.0,7801.0,290.0,292.0,3.0,615.0,549.0,0.6707783631069321,0.49288184627097464,1.0,0.0,1.0,1.0,1.0,3.0,565.0,29.0,0.5071181537290254,0.329221636893068,0.0,9.732,2448.656,140.997,144.776,3.0,590.661,128.644,0.6108816318798378,0.38911836812016226,0.001,12.0,1866.5,153.0,153.0,3.0,590.0,110.0,0.6095907167953343,0.3904092832046657,0.0,5.268959853513588,2041.6038582393937,82.08927847557585,81.14780829320524,0.0,14.744744368299047,69.85297919704429,0.03705042211164615,0.03705042211164615,0.0316227766016838,0.003264153631070982,0.15331250270032953,-0.06174140851663557,0.12052566381357252,-0.0569982155767111,0.050438057765462105,,,,,-0.14318512573902592,0.020968645400788435,-0.028938752299186223,-0.015040431627916231,,-0.10169427584424727,-0.36689545175911964,0.10657390865492719,0.09815786976463127,,0.06424250053547598,0.06526723691020384,0.754616373798205,-0.0785074478262708,-0.13048362591109516,,-0.11692894080857365,-0.6652054026813654,-0.0652672369102035,-0.7546163737982045,0.07850744782627063,0.13048362591109505,,0.11692894080857426,0.6652054026813643,-0.9999999999999999,-0.028428527035924956,-0.010599873043326304,0.002700425495737292,0.04221640998246847,,0.05225164829318637,0.11707606859285619,-0.08865145592517404,0.08865145592517344,0.0,1436.0369613085038,105.06588941760056,110.91343100354091,2.9999999999999996,590.4768516676435,113.54542949051793,0.6097427789596415,0.38737815962851013,0.0,0.0,206.4166750402248,56.77913714451725,59.719242483040745,3.000000000000001,590.2924483956203,101.2868736023784,0.6085884817065293,0.38566513894361626,0.0,2.6226004976894717,6.810531223633569,4.14537787714148,4.485132009582116,0.0,3.1143879427687153,5.025860708287172,6.907755278982134,6.907755278982134,0.007907255112232087,0.1,0,0,0,0,0,0,45,0,0,1,10.0,2951.5,139.0,135.5,0.0,26.25,78.0,0.06780444985704359,0.06780444985704331,0.0,0.018,0.931,0.146,0.175,0.001,0.05,0.244,1.0,1.0,0.002,0.002147791075126715,8,3,5372.279348217127,2269.3567959784036,0.02574858085902965,0.008247238688994539,0.0067707310189841045,0.0073269097042967775,0.0,7.636154188421591,0.012594292753052709,1.5838967666819281,1.9893869530646144,2.7882121236626136,1,1.0,1,0.0027650103514634816,0,0.22030000000000005,4.682542997377551e-41,0.2203,4.682542997377774e-41,1,0.0,418604.6936995498,1,0.0,0.0,-0.0019968365528446608,0.0,,,,,0.00041489369202897877,0.004983398187822373,-0.002787610573925385,0.0023481043287852973
17.0,7771.0,290.0,292.0,3.0,630.0,549.0,0.670342591109368,0.49288184627097464,1.0,0.0,1.0,2.0,0.0,3.0,580.0,29.0,0.5071181537290254,0.329657408890632,0.0,9.625,2500.459,141.07,144.937,3.0,605.868,129.094,0.6070037018534229,0.39299629814657716,0.003,11.0,1870.0,148.0,153.0,3.0,605.0,111.0,0.6040507303973499,0.3959492696026502,0.0,5.20513865986954,2110.26561391695,80.47207500030588,81.43752883101317,0.0,14.330524761499138,67.2352120375755,0.039378018939951374,0.03937801893995138,0.054717401199198,0.01139108546766373,0.13064720545161973,-0.06794385379762682,0.11740715042218082,-0.08855549152715228,0.06395451693464622,,,,,-0.18704932879796324,0.06922831079145664,-0.0800863253852551,-0.04232125712234065,,-0.09044926964996565,-0.37039686510088393,0.11132398048449271,0.11348822620475271,,-0.040004672781536466,0.05155996262276142,0.7893714907488638,-0.08567284909673976,-0.14446611697513442,,-0.04259869723681474,-0.6260614666981861,-0.05155996262276209,-0.7893714907488621,0.0856728490967394,0.14446611697513354,,0.04259869723682078,0.6260614666981852,-0.9999999999999999,-0.017133708198221315,-0.026114472041387615,0.020184960573418693,0.04227452115894737,,0.054121751012906956,0.1854885181713686,-0.13906150305492315,0.13906150305492326,0.0,1449.118691396468,108.17188154536176,0.0,2.9999999999999996,605.6986807152705,114.93833517199168,0.6057153490862135,0.39103489897456867,0.0,0.0,226.9606099803772,64.18097823172488,0.0,3.000000000000001,605.5293799178152,103.13432155261343,0.6044165033223324,0.3890912584638484,0.0,2.6487024251049056,6.802736705610613,4.10680221848875,4.474172550547981,0.0,3.13779855871172,5.0342944764393405,6.907755278982134,6.907755278982134,0.020422924464179912,0.1,0,0,0,0,0,0,43,0,0,3,10.0,3192.75,134.0,137.0,0.0,23.0,76.0,0.07643860196085617,0.076438601960856,0.0,0.018,0.925,0.143,0.176,0.001,0.05,0.236,1.0,1.0,0.002,0.002156730863355469,26,3,5271.231480021899,2244.5048728289466,0.02046583875267557,0.004705490460917827,0.012846002913398191,0.01227104539404129,0.0,6.764588930077792,0.00838766680773362,1.6184927314429882,1.9684413677732655,2.312150864322348,1,1.0,1,0.006580777433192964,0,0.24024999999999996,7.609653516553708e-49,0.24025000000000002,7.60965351655331e-49,1,5804.0222222243265,447666.22343350283,1,0.0035587188612099642,0.3333333333333333,0.0011122367293154856,0.007042253521126761,,,,,0.004638453621389352,0.29499518202993036,-0.0002768993790146265,0.005129124106574041
17.0,7327.0,290.0,291.0,3.0,650.0,393.0,0.6677267917169577,0.5,1.0,0.0,5.0,2.0,0.0,3.0,596.0,24.0,0.5,0.3322732082830423,0.0,9.393,2502.48,141.096,143.111,3.0,620.899,128.001,0.6026077122793384,0.39739228772066154,0.004,10.0,1827.0,148.0,148.0,3.0,620.0,112.0,0.5950646930562455,0.40493530694375457,0.0,5.234305011073481,2129.5646224242837,78.02047153137424,81.47653100190327,0.0,14.76790065953485,64.8050051129362,0.04218806062985175,0.04218806062985175,0.06315051850925683,0.052148879835378935,0.12503052084962968,-0.04524813428497728,0.1556505464579398,-0.05813953031351172,0.05224602176563187,,,,,-0.031186638877026506,-0.08563272528532094,0.04088601210704497,-0.01528724461900939,,-0.12895918479789314,-0.36833190797180587,0.051211994292088885,0.08620920079108299,,0.023453241383002175,0.04682055877512267,0.8092826700128667,-0.08148183046331058,-0.11427633680472872,,-0.17479050631377743,-0.6062789923024919,-0.046820558775122686,-0.8092826700128675,0.08148183046331006,0.11427633680472896,,0.17479050631377088,0.6062789923024923,-1.0000000000000007,-0.03201516315560316,-0.036322812589540905,0.01942583035546886,0.05905598023872252,,0.022973849463876542,0.23236505643149027,-0.1460626886118222,0.1460626886118224,0.0,1466.72252113099,109.90908429295295,0.0,2.9999999999999996,620.7237544166194,114.2476066354544,0.6011232213658751,0.39515246071821203,0.0,0.0,381.6670205311309,63.18881278045927,0.0,3.000000000000001,620.5487461613362,102.34179017922565,0.5996324226038031,0.39292171193243847,0.0,2.6507217581763625,6.8067121386238,4.193233192901898,4.423273550691763,0.0,3.173429294238833,5.002818934117647,6.907755278982134,6.907755278982134,0.02607783298339765,0.1,0,0,0,0,0,0,35,0,0,4,10.0,3191.0,129.0,135.0,0.0,23.0,77.25,0.08348725358569364,0.08348725358569359,0.0,0.018,0.929,0.15,0.17,0.001,0.055,0.226,1.0,1.0,0.002,0.0021438340634067935,6,2,6212.906032126273,2418.227756498671,0.01886778258125175,0.0032510504374222552,0.021792724174622764,0.014827644855420931,0.0,6.209685159219422,0.005185475421372773,1.647643497205125,1.954349995043482,2.1855349057608393,1,1.0,1,0.015009469674916898,0,0.24944999999999995,1.1214160133861718e-52,0.24945,1.121416013386111e-52,1,18155.987501960022,455894.4191976985,1,0.0034129692832764505,0.25,-0.0011674630755866833,0.006734006734006734,,,,,0.0073414805238617665,0.24994622296857735,-0.0012330744319165108,0.009927934428292354
