max_nswprice,max_nswdemand,max_vicprice,max_vicdemand,max_transfer,max_weekday,max_predict_proba_0,max_predict_proba_1,max_prediction,min_nswprice,min_nswdemand,min_vicprice,min_vicdemand,min_transfer,min_weekday,min_predict_proba_0,min_predict_proba_1,min_prediction,mean_nswprice,mean_nswdemand,mean_vicprice,mean_vicdemand,mean_transfer,mean_weekday,mean_predict_proba_0,mean_predict_proba_1,mean_prediction,median_nswprice,median_nswdemand,median_vicprice,median_vicdemand,median_transfer,median_weekday,median_predict_proba_0,median_predict_proba_1,median_prediction,std_nswprice,std_nswdemand,std_vicprice,std_vicdemand,std_transfer,std_weekday,std_predict_proba_0,std_predict_proba_1,std_prediction,corr_nswdemand_nswprice,corr_vicprice_nswprice,corr_vicprice_nswdemand,corr_vicdemand_nswprice,corr_vicdemand_nswdemand,corr_vicdemand_vicprice,corr_transfer_nswprice,corr_transfer_nswdemand,corr_transfer_vicprice,corr_transfer_vicdemand,corr_weekday_nswprice,corr_weekday_nswdemand,corr_weekday_vicprice,corr_weekday_vicdemand,corr_weekday_transfer,corr_predict_proba_0_nswprice,corr_predict_proba_0_nswdemand,corr_predict_proba_0_vicprice,corr_predict_proba_0_vicdemand,corr_predict_proba_0_transfer,corr_predict_proba_0_weekday,corr_predict_proba_1_nswprice,corr_predict_proba_1_nswdemand,corr_predict_proba_1_vicprice,corr_predict_proba_1_vicdemand,corr_predict_proba_1_transfer,corr_predict_proba_1_weekday,corr_predict_proba_1_predict_proba_0,corr_prediction_nswprice,corr_prediction_nswdemand,corr_prediction_vicprice,corr_prediction_vicdemand,corr_prediction_transfer,corr_prediction_weekday,corr_prediction_predict_proba_0,corr_prediction_predict_proba_1,gmean_nswprice,gmean_nswdemand,gmean_vicprice,gmean_vicdemand,gmean_transfer,gmean_weekday,gmean_predict_proba_0,gmean_predict_proba_1,gmean_prediction,hmean_nswprice,hmean_nswdemand,hmean_vicprice,hmean_vicdemand,hmean_transfer,hmean_weekday,hmean_predict_proba_0,hmean_predict_proba_1,hmean_prediction,entropy_nswprice,entropy_nswdemand,entropy_vicprice,entropy_vicdemand,entropy_transfer,entropy_weekday,entropy_predict_proba_0,entropy_predict_proba_1,entropy_prediction,prop_pca,nr_outliers_nswprice,nr_outliers_nswdemand,nr_outliers_vicprice,nr_outliers_vicdemand,nr_outliers_transfer,nr_outliers_weekday,nr_outliers_predict_proba_0,nr_outliers_predict_proba_1,nr_outliers_prediction,iqr_nswprice,iqr_nswdemand,iqr_vicprice,iqr_vicdemand,iqr_transfer,iqr_weekday,iqr_predict_proba_0,iqr_predict_proba_1,iqr_prediction,uniqueness_ratio_nswprice,uniqueness_ratio_nswdemand,uniqueness_ratio_vicprice,uniqueness_ratio_vicdemand,uniqueness_ratio_transfer,uniqueness_ratio_weekday,uniqueness_ratio_predict_proba_0,uniqueness_ratio_predict_proba_1,uniqueness_ratio_prediction,attr_sparsity_,kmeans_n_iter,kmeans_n_clusters,kmeans_inertia,kmenas_compactness,recall,precision,kappa,f1-score,last_recall,last_precision,last_kappa,last_f1-score,meta_predict_recall,meta_predict_precision,meta_predict_kappa,meta_predict_f1-score
0.166777,0.780422,0.003467,0.422915,0.414912,3.0,0.8292730511053175,0.9486837096180749,1.0,0.042272,0.184023,0.003467,0.422915,0.414912,1.0,0.05131629038192507,0.17072694889468235,0.0,0.08075834999999999,0.51519934,0.003467,0.42291500000000015,0.4149120000000001,2.2,0.50584310304165,0.4941568969583501,0.16,0.077879,0.5241,0.003467,0.422915,0.414912,2.0,0.5130767098667154,0.48692329013328467,0.0,0.028341703132522232,0.14214410491229515,0.0,1.6737241846796128e-16,1.1158161231197418e-16,0.6963106238227914,0.21460630008879167,0.21460630008879164,0.36845294917747073,0.33829937321755393,,,,,,,,,,-0.8223180392027956,-0.3012355989057656,,,,-0.8238798760492003,-0.6563686790051295,,,,0.8953752566157921,0.8238798760492008,0.6563686790051292,,,,-0.8953752566157919,-1.0,0.6470779252856017,0.32766635070383726,,,,-0.7559289460184544,-0.7909985898461722,0.7909985898461722,0.07592118682333043,0.4902779392394472,0.0034669999999999983,0.4229150000000001,0.4149119999999999,2.0713717533738465,0.4321760764024179,0.4497451376905811,0.0,0.0711302265819778,0.45827683021494486,0.003467000000000001,0.42291499999999993,0.41491199999999995,1.923076923076923,0.31807602061445284,0.4088217251204367,0.0,3.1600127638407542,4.577444298765695,0.0,0.0,0.0,1.0133126873497391,4.591307242376893,4.591307242376893,0.439669879401343,0.2222222222222222,4,12,0,0,0,0,0,0,16,0.03479600000000001,0.12931399999999998,0.0,0.0,0.0,1.0,0.29463177345022484,0.29463177345022473,0.0,0.37,0.98,0.01,0.01,0.01,0.03,0.99,0.99,0.02,0.016715830875122913,4,3,138.0887497967678,105.62526325701681,0.45454545454545453,0.9375,0.5057232049947971,0.6122448979591837,,,,,0.3997900863338715,0.8427165067737907,0.39765971806091904,0.5318457699834924
0.10475,0.740702,0.003467,0.422915,0.414912,4.0,0.8292730511053175,0.6923304564302506,0.0,0.042272,0.200982,0.003467,0.422915,0.414912,2.0,0.30766954356974957,0.17072694889468235,0.0,0.06433312,0.5118744400000002,0.003467,0.42291500000000015,0.4149120000000001,2.84,0.6130998464790294,0.3869001535209707,0.0,0.056323,0.5243234999999999,0.003467,0.422915,0.414912,3.0,0.664497824647967,0.33550217535203286,0.0,0.02053864273164568,0.13340205084170983,0.0,1.6737241846796128e-16,1.1158161231197418e-16,0.7066781016799227,0.1417033964162911,0.1417033964162911,0.0,0.17389011745379346,,,,,,,,,,-0.7002243655574376,-0.44089223812439976,,,,-0.7695450840248851,-0.6635379539518513,,,,0.8421524183689076,0.7695450840248853,0.6635379539518516,,,,-0.8421524183689081,-1.0000000000000002,,,,,,,,,0.061132512394408194,0.4897754039154458,0.0034669999999999983,0.4229150000000001,0.4149119999999999,2.752575241546097,0.5946213963878183,0.36244957544314377,0.0,0.05815111917303177,0.46147325936617306,0.003467000000000001,0.42291499999999993,0.41491199999999995,2.6666666666666665,0.573986165956671,0.3401042341831746,0.0,2.6968604137996905,4.563581355154496,0.0,0.0,0.0,1.027764205961499,4.591307242376893,4.591307242376893,0.0,0.1111111111111111,0,12,0,0,0,0,0,0,0,0.044561500000000004,0.12336400000000003,0.0,0.0,0.0,1.0,0.2338749910705712,0.23387499107057108,0.0,0.25,0.97,0.01,0.01,0.01,0.03,0.99,0.99,0.01,0.01778521410423251,6,3,77.14091120163317,79.59199577560491,0.0,0.0,0.0,0.0,,,,,0.021513811907252434,0.06791461267179028,0.006575082188829636,0.013611764594340483
0.098295,0.740405,0.003467,0.422915,0.414912,4.0,0.8292730511053175,0.5493089565971914,0.0,0.042122,0.200982,0.003467,0.422915,0.414912,2.0,0.4506910434028086,0.17072694889468235,0.0,0.05206909,0.5038366599999999,0.003467,0.42291500000000015,0.4149120000000001,3.44,0.6960593645402666,0.3039406354597335,0.0,0.042692,0.5240255,0.003467,0.422915,0.414912,3.0,0.7037175542222278,0.2962824457777722,0.0,0.01496682034887352,0.12840689237230032,0.0,1.6737241846796128e-16,1.1158161231197418e-16,0.5741924500522188,0.06808600102511093,0.06808600102511093,0.0,-0.23106209760142424,,,,,,,,,,-0.45060014809116555,-0.04721729523642715,,,,-0.44587716647538694,-0.6502281146180996,,,,0.5365990996995518,0.44587716647538767,0.650228114618099,,,,-0.5365990996995543,-1.0000000000000007,,,,,,,,,0.05040254836604022,0.48303160713308196,0.0034669999999999983,0.4229150000000001,0.4149119999999999,3.3888176309410114,0.6923367995254417,0.29719056521120013,0.0,0.04911128359026246,0.4563630293741022,0.003467000000000001,0.42291499999999993,0.41491199999999995,3.3333333333333335,0.6880723530687916,0.29091554114948714,0.0,2.561005667984973,4.521992524320895,0.0,0.0,0.0,0.8333654410717204,4.605170185988092,4.605170185988092,0.0,0.2222222222222222,9,13,0,0,0,0,7,7,0,0.013781000000000002,0.11484625000000004,0.0,0.0,0.0,1.0,0.05709885262254233,0.05709885262254233,0.0,0.26,0.94,0.01,0.01,0.01,0.03,1.0,1.0,0.01,0.017699935131127793,7,4,49.6539832037448,62.610868637426464,0.0,0.0,0.0,0.0,,,,,0.0003262738800791267,-0.04305126435321303,0.0038104357343417784,-0.009046903819948602
0.09208,0.740405,0.003467,0.422915,0.414912,5.0,0.7950367200205757,0.43212707781417264,0.0,0.042122,0.201279,0.003467,0.422915,0.414912,3.0,0.5678729221858273,0.20496327997942426,0.0,0.04811502000000001,0.5034692,0.003467,0.42291500000000015,0.4149120000000001,4.08,0.7053408771280191,0.29465912287198104,0.0,0.042572,0.5235795,0.003467,0.422915,0.414912,4.0,0.7074630043927701,0.29253699560723,0.0,0.010066497984719591,0.12915355286313931,0.0,1.6737241846796128e-16,1.1158161231197418e-16,0.7202693099028161,0.039131625972643164,0.03913162597264317,0.0,-0.2592119637795045,,,,,,,,,,0.14617946091895928,-0.2952619611885731,,,,-0.18683299237575549,-0.7944605106613297,,,,0.2575071007709834,0.18683299237575504,0.7944605106613303,,,,-0.257507100770985,-1.0000000000000004,,,,,,,,,0.04730982000821079,0.482505794444979,0.0034669999999999983,0.4229150000000001,0.4149119999999999,4.014638759303675,0.7042292643412348,0.292157352157549,0.0,0.046679641755868535,0.45574836718752293,0.003467000000000001,0.42291499999999993,0.41491199999999995,3.9473684210526314,0.7030747874538851,0.28968364149411596,0.0,2.3887649417091597,4.535855467932095,0.0,0.0,0.0,1.0466051465148276,4.605170185988092,4.605170185988092,0.0,0.1111111111111111,6,12,0,0,0,0,9,9,0,0.008437,0.11763600000000002,0.0,0.0,0.0,1.0,0.037223101402500625,0.03722310140250085,0.0,0.19,0.95,0.01,0.01,0.01,0.03,1.0,1.0,0.01,0.01821957896724252,6,4,48.17495080522433,60.133186692400926,0.0,0.0,0.0,0.0,,,,,-0.0030044372215008944,-0.008881866393503586,-0.00510320134627532,-0.004717446168562986
0.09208,0.694287,0.003467,0.422915,0.414912,6.0,0.7934180274382486,0.35638447218285507,0.0,0.042122,0.165129,0.003467,0.422915,0.414912,4.0,0.6436155278171449,0.2065819725617516,0.0,0.04985604000000001,0.4834662099999999,0.003467,0.42291500000000015,0.4149120000000001,4.72,0.7072985002470343,0.2927014997529658,0.0,0.045319,0.5160665,0.003467,0.422915,0.414912,5.0,0.7066015821072733,0.29339841789272647,0.0,0.011304715436015756,0.14240800261038952,0.0,1.6737241846796128e-16,1.1158161231197418e-16,0.6678776879493777,0.026517196784170985,0.026517196784170992,0.0,-0.39087930621606554,,,,,,,,,,0.32326010953698253,-0.3956107133590814,,,,-0.22450800447614677,-0.7097753263189924,,,,-0.13770989012255488,0.22450800447614594,0.7097753263189938,,,,0.13770989012255344,-1.0,,,,,,,,,0.04884273063501291,0.4558050219210316,0.0034669999999999983,0.4229150000000001,0.4149119999999999,4.67420492483742,0.706812946164105,0.291446916864345,0.0,0.04803099345356438,0.4200076673648332,0.003467000000000001,0.42291499999999993,0.41491199999999995,4.629629629629629,0.7063334858303235,0.29011418280891504,0.0,2.5398085684269995,4.591307242376893,0.0,0.0,0.0,0.9732531211321691,4.605170185988092,4.605170185988092,0.0,0.1111111111111111,9,13,0,0,0,0,3,3,0,0.008437,0.13775650000000006,0.0,0.0,0.0,1.0,0.03229274501499135,0.03229274501499163,0.0,0.22,0.99,0.01,0.01,0.01,0.03,1.0,1.0,0.01,0.01761517615176152,6,3,70.01614196926079,69.09428566490645,0.0,0.0,0.0,0.0,,,,,0.0004194938669488019,0.015306678983307023,0.0007321341197645654,0.005371355013241807
0.119731,0.694287,0.003467,0.422915,0.414912,6.0,0.7536714504086124,0.3999413503577495,0.0,0.042122,0.165129,0.003467,0.422915,0.414912,4.0,0.6000586496422506,0.24632854959138764,0.0,0.05820450000000001,0.4667137400000001,0.003467,0.42291500000000015,0.4149120000000001,5.32,0.6948231586137029,0.30517684138629697,0.0,0.047886,0.5028265,0.003467,0.422915,0.414912,5.0,0.6979718367762091,0.3020281632237907,0.0,0.01861171999199983,0.13670130858821247,0.0,1.6737241846796128e-16,1.1158161231197418e-16,0.6494753127087911,0.029244609354770322,0.029244609354770346,0.0,-0.08707839887510944,,,,,,,,,,0.6426177505772321,-0.3877706234092248,,,,-0.7317687069393003,-0.5900697528577342,,,,-0.33557559064193815,0.731768706939301,0.5900697528577347,,,,0.3355755906419363,-1.0000000000000002,,,,,,,,,0.05575451260411717,0.4415056491952515,0.0034669999999999983,0.4229150000000001,0.4149119999999999,5.278799007562481,0.6941968298088635,0.3038461104917844,0.0,0.053734083613632196,0.4100221560743246,0.003467000000000001,0.42291499999999993,0.41491199999999995,5.2356020942408374,0.6935522756053558,0.3025647152813688,0.0,2.779108309897081,4.605170185988092,0.0,0.0,0.0,0.9469139517738845,4.605170185988092,4.605170185988092,0.0,0.1111111111111111,3,0,0,0,0,0,4,4,0,0.029243000000000005,0.17565474999999997,0.0,0.0,0.0,1.0,0.036181318933151685,0.03618131893315185,0.0,0.25,1.0,0.01,0.01,0.01,0.03,1.0,1.0,0.01,0.017281246196908847,6,3,69.40973133536487,76.00110903622128,0.0,0.0,0.0,0.0,,,,,-0.008501763885261441,0.00800338467281883,-0.018511611349043933,-0.011232949913388876
0.119731,0.694287,0.003467,0.422915,0.414912,7.0,0.7430292366523839,0.3999413503577495,0.0,0.041942,0.090301,0.003467,0.422915,0.414912,5.0,0.6000586496422506,0.25697076334761654,0.0,0.060216080000000005,0.4129856700000001,0.003467,0.42291500000000015,0.4149120000000001,5.96,0.6952886190034689,0.304711380996531,0.0,0.056323,0.45135349999999996,0.003467,0.422915,0.414912,6.0,0.6979718367762091,0.3020281632237907,0.0,0.018177913691492586,0.15590817911738333,0.0,1.6737241846796128e-16,1.1158161231197418e-16,0.7236272269866326,0.029468552413908965,0.029468552413908958,0.0,0.19842910814385922,,,,,,,,,,0.24391667660015354,-0.6751656077683392,,,,-0.795065625910084,-0.730679922195372,,,,0.17474282807358243,0.7950656259100848,0.7306799221953706,,,,-0.17474282807358063,-1.0,,,,,,,,,0.05782410080454389,0.37325550770499705,0.0034669999999999983,0.4229150000000001,0.4149119999999999,5.91626653148081,0.6946531763739564,0.3033592060169872,0.0,0.05572499995191852,0.32105359365084196,0.003467000000000001,0.42291499999999993,0.41491199999999995,5.87248322147651,0.6939994178058762,0.30205959338433047,0.0,2.9085042668837136,4.605170185988092,0.0,0.0,0.0,1.0512435186197397,4.605170185988092,4.605170185988092,0.0,0.1111111111111111,0,0,0,0,0,0,3,3,0,0.032665,0.20841975000000007,0.0,0.0,0.0,1.0,0.038754337551498486,0.03875433755149832,0.0,0.27,1.0,0.01,0.01,0.01,0.03,1.0,1.0,0.01,0.017117280590334485,5,3,76.82303975600543,76.94310362871725,0.0,0.0,0.0,0.0,,,,,-0.015958638162082872,0.016319961160429407,-0.03107283059674243,-0.016092198677477316
0.119731,0.634484,0.003467,0.422915,0.414912,7.0,0.7430292366523839,0.6599960227022604,0.0,0.041942,0.090301,0.003467,0.422915,0.414912,1.0,0.34000397729773935,0.25697076334761654,0.0,0.06445175999999998,0.3739586,0.003467,0.42291500000000015,0.4149120000000001,6.18,0.6749027922291561,0.32509720777084394,0.0,0.068362,0.388649,0.003467,0.422915,0.414912,6.0,0.6897111358926793,0.3102888641073208,0.0,0.017538649976332935,0.14063399986547215,0.0,1.6737241846796128e-16,1.1158161231197418e-16,1.4025949975929357,0.07453284037598644,0.07453284037598641,0.0,0.6300156129643981,,,,,,,,,,0.21645824293444643,0.10562023743445875,,,,-0.0576767457770588,-0.2216827141752322,,,,0.861306163389901,0.05767674577705945,0.22168271417523228,,,,-0.8613061633899007,-1.0,,,,,,,,,0.062163317034973804,0.3409147411232874,0.0034669999999999983,0.4229150000000001,0.4149119999999999,5.802252634398418,0.6695323505588451,0.31889988069868097,0.0,0.059936027080214144,0.29968040316291616,0.003467000000000001,0.42291499999999993,0.41491199999999995,4.872389791183296,0.6623207888734951,0.31424019578573764,0.0,2.8635178539258854,4.605170185988092,0.0,0.0,0.0,0.8783130902136367,4.605170185988092,4.605170185988092,0.0,0.1111111111111111,0,0,0,0,0,6,6,6,0,0.032695,0.17260524999999993,0.0,0.0,0.0,1.0,0.04543333717701381,0.045433337177014144,0.0,0.27,1.0,0.01,0.01,0.01,0.03,1.0,1.0,0.01,0.017117280590334485,7,3,110.09177191758445,101.01341770291279,0.0,0.0,0.0,0.0,,,,,0.005819237727509469,0.008661466452218793,0.022185626979794107,0.005694009095675755
0.119731,0.731032,0.003467,0.422915,0.414912,7.0,0.7430292366523839,0.887894722056461,1.0,0.041942,0.090301,0.003467,0.422915,0.414912,1.0,0.11210527794353899,0.25697076334761654,0.0,0.06379103,0.4058122099999999,0.003467,0.42291500000000015,0.4149120000000001,4.68,0.5410187448222029,0.45898125517779703,0.23,0.068362,0.4219725,0.003467,0.422915,0.414912,6.0,0.6656041035827645,0.3343958964172357,0.0,0.01889202321137927,0.15751102354472518,0.0,1.6737241846796128e-16,1.1158161231197418e-16,2.7956676440087755,0.2150560812461713,0.2150560812461712,0.4229525846816507,0.5006456484520453,,,,,,,,,,0.12288118495745595,-0.1790839786221902,,,,-0.03230494339272305,-0.4534737434489717,,,,0.9189869688899508,0.03230494339272306,0.4534737434489718,,,,-0.9189869688899507,-1.0000000000000002,0.012522947674113235,0.5077596022858631,,,,-0.7230415194980654,-0.9048241417109935,0.904824141710993,0.061156713972331224,0.3651362293785698,0.0034669999999999983,0.4229150000000001,0.4149119999999999,3.38962191821703,0.47825648085807154,0.41686433663474287,0.0,0.05868572701926812,0.31288701869651697,0.003467000000000001,0.42291499999999993,0.41491199999999995,2.1966527196652725,0.3982799047035067,0.3846597404180676,0.0,3.030482880923021,4.605170185988092,0.0,0.0,0.0,1.0133126873497391,4.605170185988092,4.605170185988092,0.5392763414970504,0.1111111111111111,0,0,0,0,0,0,0,0,23,0.032695,0.21332924999999991,0.0,0.0,0.0,6.0,0.3313432898607555,0.33134328986075573,0.0,0.3,1.0,0.01,0.01,0.01,0.03,1.0,1.0,0.02,0.01687498126667266,2,2,280.96794742264365,151.74621711769566,0.19607843137254902,0.43478260869565216,-0.06846062524732877,0.2702702702702703,,,,,0.2753654406718622,0.4558629962321252,0.041494172195022085,0.3005484269745994
0.119191,0.731032,0.003467,0.422915,0.414912,7.0,0.7313263408544043,0.887894722056461,1.0,0.042122,0.140137,0.003467,0.422915,0.414912,1.0,0.11210527794353899,0.2686736591455956,0.0,0.06344730999999998,0.44465781,0.003467,0.42291500000000015,0.4149120000000001,3.22,0.46086660584032685,0.539133394159673,0.35,0.068362,0.47091649999999996,0.003467,0.422915,0.414912,2.0,0.5042165655932045,0.4957834344067955,0.0,0.016186612620157765,0.14583940122134312,0.0,1.6737241846796128e-16,1.1158161231197418e-16,2.7508676317250753,0.22338058016574516,0.22338058016574516,0.47937248544110217,0.04868915219938826,,,,,,,,,,0.28229309236385974,-0.09056802611095648,,,,0.23998095874485406,-0.5506371075208402,,,,0.7771677712556341,-0.23998095874485403,0.55063710752084,,,,-0.7771677712556347,-1.0000000000000002,-0.23857600026422335,0.5859138749115986,,,,-0.5951727349336356,-0.9017707413738633,0.9017707413738633,0.061396236432019385,0.415429491856687,0.0034669999999999983,0.4229150000000001,0.4149119999999999,2.1954256444163343,0.3942771706045029,0.4930388353019451,0.0,0.05937632483970985,0.37996105674149955,0.003467000000000001,0.42291499999999993,0.41491199999999995,1.6166281755196306,0.3253980775143781,0.4512326437337377,0.0,2.9850641625570686,4.605170185988092,0.0,0.0,0.0,1.027764205961499,4.605170185988092,4.605170185988092,0.6474466390346325,0.1111111111111111,1,0,0,0,0,0,0,0,0,0.024430499999999994,0.2081595,0.0,0.0,0.0,6.0,0.4594354002234601,0.45943540022346,1.0,0.29,1.0,0.01,0.01,0.01,0.03,1.0,1.0,0.02,0.017036031961405098,3,3,130.23248506690206,99.90264577435217,0.19230769230769232,0.2857142857142857,-0.324110671936759,0.22988505747126436,,,,,0.22659918159156003,0.21834892107157314,-0.2839043016920058,0.23739757393033284
