max_nswprice,max_nswdemand,max_vicprice,max_vicdemand,max_transfer,max_weekday,max_predict_proba_0,max_predict_proba_1,max_prediction,min_nswprice,min_nswdemand,min_vicprice,min_vicdemand,min_transfer,min_weekday,min_predict_proba_0,min_predict_proba_1,min_prediction,mean_nswprice,mean_nswdemand,mean_vicprice,mean_vicdemand,mean_transfer,mean_weekday,mean_predict_proba_0,mean_predict_proba_1,mean_prediction,median_nswprice,median_nswdemand,median_vicprice,median_vicdemand,median_transfer,median_weekday,median_predict_proba_0,median_predict_proba_1,median_prediction,std_nswprice,std_nswdemand,std_vicprice,std_vicdemand,std_transfer,std_weekday,std_predict_proba_0,std_predict_proba_1,std_prediction,corr_nswdemand_nswprice,corr_vicprice_nswprice,corr_vicprice_nswdemand,corr_vicdemand_nswprice,corr_vicdemand_nswdemand,corr_vicdemand_vicprice,corr_transfer_nswprice,corr_transfer_nswdemand,corr_transfer_vicprice,corr_transfer_vicdemand,corr_weekday_nswprice,corr_weekday_nswdemand,corr_weekday_vicprice,corr_weekday_vicdemand,corr_weekday_transfer,corr_predict_proba_0_nswprice,corr_predict_proba_0_nswdemand,corr_predict_proba_0_vicprice,corr_predict_proba_0_vicdemand,corr_predict_proba_0_transfer,corr_predict_proba_0_weekday,corr_predict_proba_1_nswprice,corr_predict_proba_1_nswdemand,corr_predict_proba_1_vicprice,corr_predict_proba_1_vicdemand,corr_predict_proba_1_transfer,corr_predict_proba_1_weekday,corr_predict_proba_1_predict_proba_0,corr_prediction_nswprice,corr_prediction_nswdemand,corr_prediction_vicprice,corr_prediction_vicdemand,corr_prediction_transfer,corr_prediction_weekday,corr_prediction_predict_proba_0,corr_prediction_predict_proba_1,gmean_nswprice,gmean_nswdemand,gmean_vicprice,gmean_vicdemand,gmean_transfer,gmean_weekday,gmean_predict_proba_0,gmean_predict_proba_1,gmean_prediction,hmean_nswprice,hmean_nswdemand,hmean_vicprice,hmean_vicdemand,hmean_transfer,hmean_weekday,hmean_predict_proba_0,hmean_predict_proba_1,hmean_prediction,entropy_nswprice,entropy_nswdemand,entropy_vicprice,entropy_vicdemand,entropy_transfer,entropy_weekday,entropy_predict_proba_0,entropy_predict_proba_1,entropy_prediction,prop_pca,nr_outliers_nswprice,nr_outliers_nswdemand,nr_outliers_vicprice,nr_outliers_vicdemand,nr_outliers_transfer,nr_outliers_weekday,nr_outliers_predict_proba_0,nr_outliers_predict_proba_1,nr_outliers_prediction,iqr_nswprice,iqr_nswdemand,iqr_vicprice,iqr_vicdemand,iqr_transfer,iqr_weekday,iqr_predict_proba_0,iqr_predict_proba_1,iqr_prediction,uniqueness_ratio_nswprice,uniqueness_ratio_nswdemand,uniqueness_ratio_vicprice,uniqueness_ratio_vicdemand,uniqueness_ratio_transfer,uniqueness_ratio_weekday,uniqueness_ratio_predict_proba_0,uniqueness_ratio_predict_proba_1,uniqueness_ratio_prediction,attr_sparsity_,kmeans_n_iter,kmeans_n_clusters,kmeans_inertia,kmenas_compactness,recall,precision,kappa,f1-score,last_recall,last_precision,last_kappa,last_f1-score,meta_predict_recall,meta_predict_precision,meta_predict_kappa,meta_predict_f1-score
0.166777,0.780422,0.003467,0.422915,0.414912,3.0,0.9696214778293402,0.9903912138511904,1.0,0.042272,0.184023,0.003467,0.422915,0.414912,1.0,0.009608786148809324,0.030378522170659852,0.0,0.08075834999999999,0.51519934,0.003467,0.42291500000000015,0.4149120000000001,2.2,0.5798094176356217,0.42019058236437834,0.19,0.077879,0.5241,0.003467,0.422915,0.414912,2.0,0.5803028852409329,0.4196971147590671,0.0,0.028341703132522232,0.14214410491229515,0.0,1.6737241846796128e-16,1.1158161231197418e-16,0.6963106238227914,0.27481370655913834,0.2748137065591383,0.3942772444036625,0.33829937321755393,,,,,,,,,,-0.8223180392027956,-0.3012355989057656,,,,-0.8615962676013874,-0.33524579395989107,,,,0.8550534909679347,0.8615962676013872,0.335245793959891,,,,-0.855053490967934,-1.0000000000000002,0.6012028900177988,0.36756487361544726,,,,-0.6917002309117456,-0.8047183872591402,0.8047183872591405,0.07592118682333043,0.4902779392394472,0.0034669999999999983,0.4229150000000001,0.4149119999999999,2.0713717533738465,0.43119654874886043,0.2915376493647192,0.0,0.0711302265819778,0.45827683021494486,0.003467000000000001,0.42291499999999993,0.41491199999999995,1.923076923076923,0.16306770921825234,0.1452219665190652,0.0,3.1600127638407542,4.577444298765695,0.0,0.0,0.0,1.0133126873497391,4.386761068944814,4.386761068944814,0.4862229646617922,0.2222222222222222,4,12,0,0,0,0,16,16,19,0.03479600000000001,0.12931399999999998,0.0,0.0,0.0,1.0,0.19528491566948503,0.19528491566948503,0.0,0.37,0.98,0.01,0.01,0.01,0.03,0.86,0.86,0.02,0.018850929678955155,9,3,162.158612476481,110.35691123170763,0.45454545454545453,0.7894736842105263,0.4424733907754689,0.5769230769230769,,,,,0.4580211977141527,0.7927241128251107,0.4146968230967793,0.5543492716000737
0.10475,0.740702,0.003467,0.422915,0.414912,4.0,0.9696214778293402,0.5355727161411071,1.0,0.042272,0.200982,0.003467,0.422915,0.414912,2.0,0.4644272838588928,0.030378522170659852,0.0,0.06433312,0.5118744400000002,0.003467,0.42291500000000015,0.4149120000000001,2.84,0.7187142139057069,0.28128578609429317,0.03,0.056323,0.5243234999999999,0.003467,0.422915,0.414912,3.0,0.6244435413753662,0.3755564586246337,0.0,0.02053864273164568,0.13340205084170983,0.0,1.6737241846796128e-16,1.1158161231197418e-16,0.7066781016799227,0.18537505728577378,0.18537505728577378,0.1714466079977653,0.17389011745379346,,,,,,,,,,-0.7002243655574376,-0.44089223812439976,,,,-0.8517081141953375,-0.008842907145574536,,,,0.540972522361818,0.8517081141953371,0.008842907145574352,,,,-0.5409725223618175,-0.9999999999999999,0.1302660828953084,0.15476245443513545,,,,-0.1267237051705457,-0.23958613151322314,0.23958613151322314,0.061132512394408194,0.4897754039154458,0.0034669999999999983,0.4229150000000001,0.4149119999999999,2.752575241546097,0.6960321483129854,0.18052024066463834,0.0,0.05815111917303177,0.46147325936617306,0.003467000000000001,0.42291499999999993,0.41491199999999995,2.6666666666666665,0.6750750323133299,0.09570170618241262,0.0,2.6968604137996905,4.563581355154496,0.0,0.0,0.0,1.027764205961499,4.336541775937667,4.336541775937667,0.13474216817976675,0.3333333333333333,0,12,0,0,0,0,0,0,3,0.044561500000000004,0.12336400000000003,0.0,0.0,0.0,1.0,0.3831261277411466,0.38312612774114674,0.0,0.25,0.97,0.01,0.01,0.01,0.03,0.83,0.83,0.02,0.02061152061152061,4,3,117.00326253592074,93.92533086161012,0.0,0.0,-0.05633802816901401,0.0,,,,,0.021096548446152222,0.16220381683747886,-0.02459934111095166,0.0269038090699198
0.098295,0.740405,0.003467,0.422915,0.414912,4.0,0.9729404494527292,0.5265482585761923,1.0,0.042122,0.200982,0.003467,0.422915,0.414912,2.0,0.4734517414238077,0.027059550547270984,0.0,0.05206909,0.5038366599999999,0.003467,0.42291500000000015,0.4149120000000001,3.44,0.8150356915029957,0.18496430849700432,0.01,0.042692,0.5240255,0.003467,0.422915,0.414912,3.0,0.9334932001933289,0.06650679980667124,0.0,0.01496682034887352,0.12840689237230032,0.0,1.6737241846796128e-16,1.1158161231197418e-16,0.5741924500522188,0.16465729534175216,0.16465729534175208,0.09999999999999999,-0.23106209760142424,,,,,,,,,,-0.45060014809116555,-0.04721729523642715,,,,-0.7712846552748048,0.3437790803877979,,,,0.24834671771584108,0.771284655274805,-0.3437790803877977,,,,-0.24834671771584102,-1.0,0.02769702274588771,-0.07533946887101801,,,,-0.07740339400213754,-0.20954692125432411,0.20954692125432417,0.05040254836604022,0.48303160713308196,0.0034669999999999983,0.4229150000000001,0.4149119999999999,3.3888176309410114,0.7972053982111721,0.10939821933754612,0.0,0.04911128359026246,0.4563630293741022,0.003467000000000001,0.42291499999999993,0.41491199999999995,3.3333333333333335,0.7783741587125033,0.06788292520088866,0.0,2.561005667984973,4.521992524320895,0.0,0.0,0.0,0.8333654410717204,4.298350925839979,4.298350925839979,0.056001534354847345,0.3333333333333333,9,13,0,0,0,0,0,0,1,0.013781000000000002,0.11484625000000004,0.0,0.0,0.0,1.0,0.3246923786430882,0.3246923786430883,0.0,0.26,0.94,0.01,0.01,0.01,0.03,0.8,0.8,0.02,0.021464646464646464,6,4,84.11807501166274,80.77596589852246,0.0,0.0,-0.01966496722505462,0.0,,,,,0.0016692635681915527,0.07470117965614255,-0.02311934022558368,0.005652294542450014
0.09208,0.740405,0.003467,0.422915,0.414912,5.0,0.9820056260360153,0.6627426091762287,1.0,0.042122,0.201279,0.003467,0.422915,0.414912,3.0,0.3372573908237709,0.01799437396398507,0.0,0.04811502000000001,0.5034692,0.003467,0.42291500000000015,0.4149120000000001,4.08,0.8537935560588745,0.14620644394112572,0.02,0.042572,0.5235795,0.003467,0.422915,0.414912,4.0,0.9435967434248607,0.056403256575139296,0.0,0.010066497984719591,0.12915355286313931,0.0,1.6737241846796128e-16,1.1158161231197418e-16,0.7202693099028161,0.15546983183987545,0.15546983183987537,0.14070529413628968,-0.2592119637795045,,,,,,,,,,0.14617946091895928,-0.2952619611885731,,,,-0.8782519118737433,0.29386237091056944,,,,-0.01823664171966404,0.8782519118737436,-0.29386237091056944,,,,0.01823664171966502,-1.0000000000000002,0.5842412194431081,-0.07058660927428666,,,,0.18339068800395417,-0.43671143817498076,0.4367114381749809,0.04730982000821079,0.482505794444979,0.0034669999999999983,0.4229150000000001,0.4149119999999999,4.014638759303675,0.836593832301109,0.08678124812696195,0.0,0.046679641755868535,0.45574836718752293,0.003467000000000001,0.42291499999999993,0.41491199999999995,3.9473684210526314,0.815298229093159,0.059551442012062764,0.0,2.3887649417091597,4.535855467932095,0.0,0.0,0.0,1.0466051465148276,4.345172238111221,4.345172238111221,0.098039113279732,0.2222222222222222,6,12,0,0,0,0,1,1,2,0.008437,0.11763600000000002,0.0,0.0,0.0,1.0,0.2323194428210772,0.23231944282107703,0.0,0.19,0.95,0.01,0.01,0.01,0.03,0.82,0.82,0.02,0.021685385321748955,7,4,102.04018108027918,86.58280416734792,0.07692307692307693,1.0,0.10979228486646886,0.14285714285714285,,,,,0.07361535885200365,0.9923787910549935,0.11766217370950811,0.15243930449482376
0.09208,0.694287,0.003467,0.422915,0.414912,6.0,0.9820056260360153,0.6627426091762287,1.0,0.042122,0.165129,0.003467,0.422915,0.414912,4.0,0.3372573908237709,0.01799437396398507,0.0,0.04985604000000001,0.4834662099999999,0.003467,0.42291500000000015,0.4149120000000001,4.72,0.8504628678908146,0.14953713210918557,0.03,0.045319,0.5160665,0.003467,0.422915,0.414912,5.0,0.9298197514715726,0.07018024852842766,0.0,0.011304715436015756,0.14240800261038952,0.0,1.6737241846796128e-16,1.1158161231197418e-16,0.6678776879493777,0.15091732439777353,0.15091732439777344,0.1714466079977653,-0.39087930621606554,,,,,,,,,,0.32326010953698253,-0.3956107133590814,,,,-0.8950934605686306,0.4410530811837183,,,,-0.14725024389434907,0.8950934605686305,-0.4410530811837181,,,,0.14725024389434851,-1.0000000000000002,0.5975790062355371,-0.038501841471004265,,,,0.16231430486074994,-0.5620084021870518,0.5620084021870516,0.04884273063501291,0.4558050219210316,0.0034669999999999983,0.4229150000000001,0.4149119999999999,4.67420492483742,0.8335114430764103,0.09390640409787036,0.0,0.04803099345356438,0.4200076673648332,0.003467000000000001,0.42291499999999993,0.41491199999999995,4.629629629629629,0.8112584881271884,0.06465639808952996,0.0,2.5398085684269995,4.591307242376893,0.0,0.0,0.0,0.9732531211321691,4.320844331624731,4.320844331624731,0.13474216817976675,0.3333333333333333,9,13,0,0,0,0,3,3,3,0.008437,0.13775650000000006,0.0,0.0,0.0,1.0,0.20536394423176785,0.2053639442317675,0.0,0.22,0.99,0.01,0.01,0.01,0.03,0.81,0.81,0.02,0.021139227324794337,5,4,94.10144561246705,82.57565155179054,0.07692307692307693,1.0,0.09228441754916783,0.14285714285714285,,,,,0.0728840958404291,0.9746475026951894,0.08669375185027046,0.12709729562700733
0.119731,0.694287,0.003467,0.422915,0.414912,6.0,0.9820056260360153,0.7913813738478856,1.0,0.042122,0.165129,0.003467,0.422915,0.414912,4.0,0.2086186261521143,0.01799437396398507,0.0,0.05820450000000001,0.4667137400000001,0.003467,0.42291500000000015,0.4149120000000001,5.32,0.7926570148279157,0.2073429851720843,0.08,0.047886,0.5028265,0.003467,0.422915,0.414912,5.0,0.8658769936045103,0.13412300639548974,0.0,0.01861171999199983,0.13670130858821247,0.0,1.6737241846796128e-16,1.1158161231197418e-16,0.6494753127087911,0.19871427537029035,0.19871427537029024,0.2726599243442907,-0.08707839887510944,,,,,,,,,,0.6426177505772321,-0.3877706234092248,,,,-0.9716006628638919,0.1638392068696183,,,,-0.5925576437604096,0.9716006628638922,-0.16383920686961828,,,,0.5925576437604099,-0.9999999999999999,0.7257554830691726,0.13767799258083693,,,,0.19621820135263263,-0.7624569232464562,0.7624569232464563,0.05575451260411717,0.4415056491952515,0.0034669999999999983,0.4229150000000001,0.4149119999999999,5.278799007562481,0.7557296623793615,0.12766678085776303,0.0,0.053734083613632196,0.4100221560743246,0.003467000000000001,0.42291499999999993,0.41491199999999995,5.2356020942408374,0.6979224504618404,0.07923827081181789,0.0,2.779108309897081,4.605170185988092,0.0,0.0,0.0,0.9469139517738845,4.353802700284774,4.353802700284774,0.2787693717685874,0.2222222222222222,3,0,0,0,0,0,5,5,8,0.029243000000000005,0.17565474999999997,0.0,0.0,0.0,1.0,0.27711116894068444,0.2771111689406842,0.0,0.25,1.0,0.01,0.01,0.01,0.03,0.83,0.83,0.02,0.020303368129455088,3,3,105.07702749491351,91.97719029489174,0.16,1.0,0.16000000000000003,0.27586206896551724,,,,,0.17412776827590898,0.984635433926309,0.17365183923598043,0.27058072587268717
0.119731,0.694287,0.003467,0.422915,0.414912,7.0,0.9839705867575759,0.7913813738478856,1.0,0.041942,0.090301,0.003467,0.422915,0.414912,5.0,0.2086186261521143,0.01602941324242396,0.0,0.060216080000000005,0.4129856700000001,0.003467,0.42291500000000015,0.4149120000000001,5.96,0.7823609590495774,0.21763904095042266,0.07,0.056323,0.45135349999999996,0.003467,0.422915,0.414912,6.0,0.7918318712160782,0.20816812878392205,0.0,0.018177913691492586,0.15590817911738333,0.0,1.6737241846796128e-16,1.1158161231197418e-16,0.7236272269866326,0.1910421615226784,0.19104216152267833,0.2564323999762428,0.19842910814385922,,,,,,,,,,0.24391667660015354,-0.6751656077683392,,,,-0.966920510127123,-0.19534180291468314,,,,-0.21800397924833978,0.9669205101271238,0.19534180291468298,,,,0.21800397924834006,-1.0,0.672258775128803,0.23857167725063186,,,,0.0696766045928552,-0.7324869630414975,0.7324869630414976,0.05782410080454389,0.37325550770499705,0.0034669999999999983,0.4229150000000001,0.4149119999999999,5.91626653148081,0.7484475727073759,0.13598288841869896,0.0,0.05572499995191852,0.32105359365084196,0.003467000000000001,0.42291499999999993,0.41491199999999995,5.87248322147651,0.6952979808391997,0.07596889392785491,0.0,2.9085042668837136,4.605170185988092,0.0,0.0,0.0,1.0512435186197397,4.4474453248272585,4.4474453248272585,0.25363894692169137,0.2222222222222222,0,0,0,0,0,0,5,5,7,0.032665,0.20841975000000007,0.0,0.0,0.0,1.0,0.2573947655711527,0.2573947655711526,0.0,0.27,1.0,0.01,0.01,0.01,0.03,0.89,0.89,0.02,0.01894342788911479,5,4,84.28289030584398,82.86158922384094,0.12727272727272726,1.0,0.11602209944751374,0.22580645161290322,,,,,0.14878276410009353,0.9908095841235601,0.1523522753225065,0.26949703446679046
0.119731,0.634484,0.003467,0.422915,0.414912,7.0,0.9894460449853186,0.7913813738478856,1.0,0.041942,0.090301,0.003467,0.422915,0.414912,1.0,0.2086186261521143,0.010553955014681444,0.0,0.06445175999999998,0.3739586,0.003467,0.42291500000000015,0.4149120000000001,6.18,0.7313624046324866,0.26863759536751336,0.11,0.068362,0.388649,0.003467,0.422915,0.414912,6.0,0.755659764794296,0.24434023520570436,0.0,0.017538649976332935,0.14063399986547215,0.0,1.6737241846796128e-16,1.1158161231197418e-16,1.4025949975929357,0.19559231758720735,0.1955923175872073,0.31446603773522014,0.6300156129643981,,,,,,,,,,0.21645824293444643,0.10562023743445875,,,,-0.9571259763818981,-0.6459694059506672,,,,-0.25020058687906754,0.9571259763818979,0.6459694059506675,,,,0.25020058687906743,-1.0000000000000002,0.5854642265031996,0.4774893122838315,,,,0.09206293669598378,-0.6730461506889069,0.6730461506889069,0.062163317034973804,0.3409147411232874,0.0034669999999999983,0.4229150000000001,0.4149119999999999,5.802252634398418,0.6976990758809887,0.16863762722383183,0.0,0.059936027080214144,0.29968040316291616,0.003467000000000001,0.42291499999999993,0.41491199999999995,4.872389791183296,0.6508688248306636,0.07471698471904112,0.0,2.8635178539258854,4.605170185988092,0.0,0.0,0.0,0.8783130902136367,4.5028970992720545,4.5028970992720545,0.34651533691866615,0.2222222222222222,0,0,0,0,0,6,0,0,11,0.032695,0.17260524999999993,0.0,0.0,0.0,1.0,0.3334872416934407,0.3334872416934405,0.0,0.27,1.0,0.01,0.01,0.01,0.03,0.93,0.93,0.02,0.018308080808080808,7,3,193.55639481500972,131.08258324893634,0.1746031746031746,1.0,0.13535084802128372,0.2972972972972973,,,,,0.13467384419713616,1.0435202711206089,0.1408850218107497,0.26562152959658064
0.119731,0.731032,0.003467,0.422915,0.414912,7.0,0.9894460449853186,0.8872008916458414,1.0,0.041942,0.090301,0.003467,0.422915,0.414912,1.0,0.11279910835415861,0.010553955014681444,0.0,0.06379103,0.4058122099999999,0.003467,0.42291500000000015,0.4149120000000001,4.68,0.7231358677778721,0.27686413222212797,0.2,0.068362,0.4219725,0.003467,0.422915,0.414912,6.0,0.7799339166545993,0.22006608334540087,0.0,0.01889202321137927,0.15751102354472518,0.0,1.6737241846796128e-16,1.1158161231197418e-16,2.7956676440087755,0.23500171295406574,0.23500171295406577,0.4020151261036849,0.5006456484520453,,,,,,,,,,0.12288118495745595,-0.1790839786221902,,,,-0.9412843612589865,-0.5016792003589823,,,,-0.049483974076588264,0.9412843612589866,0.5016792003589818,,,,0.0494839740765886,-1.0000000000000002,0.6525734117008906,0.3808229818376262,,,,-0.11324197011941307,-0.7840450721214173,0.784045072121417,0.061156713972331224,0.3651362293785698,0.0034669999999999983,0.4229150000000001,0.4149119999999999,3.38962191821703,0.6713580202164677,0.15425363472734493,0.0,0.05868572701926812,0.31288701869651697,0.003467000000000001,0.42291499999999993,0.41491199999999995,2.1966527196652725,0.597271388777066,0.0658013328839065,0.0,3.030482880923021,4.605170185988092,0.0,0.0,0.0,1.0133126873497391,4.544485930105652,4.544485930105652,0.5004024235381879,0.1111111111111111,0,0,0,0,0,0,0,0,20,0.032695,0.21332924999999991,0.0,0.0,0.0,6.0,0.3971344578925097,0.3971344578925096,0.0,0.3,1.0,0.01,0.01,0.01,0.03,0.96,0.96,0.02,0.017530932424549443,2,2,436.83321287422376,189.30595513428426,0.39215686274509803,1.0,0.38735177865612647,0.5633802816901409,,,,,0.42881678768100673,0.9868452077478004,0.41372829111347253,0.5870248667661196
0.119191,0.731032,0.003467,0.422915,0.414912,7.0,0.9894460449853186,0.8872008916458414,1.0,0.042122,0.140137,0.003467,0.422915,0.414912,1.0,0.11279910835415861,0.010553955014681444,0.0,0.06344730999999998,0.44465781,0.003467,0.42291500000000015,0.4149120000000001,3.22,0.7245027083957605,0.2754972916042395,0.16,0.068362,0.47091649999999996,0.003467,0.422915,0.414912,2.0,0.7328491614008706,0.26715083859912936,0.0,0.016186612620157765,0.14583940122134312,0.0,1.6737241846796128e-16,1.1158161231197418e-16,2.7508676317250753,0.20322849934424536,0.2032284993442454,0.3684529491774707,0.04868915219938826,,,,,,,,,,0.28229309236385974,-0.09056802611095648,,,,-0.8563671028891122,-0.08116283003170568,,,,-0.2599827744066518,0.8563671028891123,0.08116283003170548,,,,0.2599827744066524,-1.0,0.4092430526935383,0.1711759373685222,,,,0.014749414834769357,-0.6897576622525151,0.6897576622525153,0.061396236432019385,0.415429491856687,0.0034669999999999983,0.4229150000000001,0.4149119999999999,2.1954256444163343,0.6888559585483032,0.17929583981852268,0.0,0.05937632483970985,0.37996105674149955,0.003467000000000001,0.42291499999999993,0.41491199999999995,1.6166281755196306,0.6373779569014729,0.08835536464526186,0.0,2.9850641625570686,4.605170185988092,0.0,0.0,0.0,1.027764205961499,4.5028970992720545,4.5028970992720545,0.439669879401343,0.1111111111111111,1,0,0,0,0,0,0,0,16,0.024430499999999994,0.2081595,0.0,0.0,0.0,6.0,0.3615281803050143,0.3615281803050146,0.0,0.29,1.0,0.01,0.01,0.01,0.03,0.93,0.93,0.02,0.018131626827279004,3,2,353.50998439750333,171.43793189190825,0.28846153846153844,0.9375,0.2601246105919003,0.4411764705882353,,,,,0.2694918917242761,0.9160360545587948,0.2359141222662115,0.43917611295728815
