max_nswprice,max_nswdemand,max_vicprice,max_vicdemand,max_transfer,max_weekday,max_predict_proba_0,max_predict_proba_1,max_prediction,min_nswprice,min_nswdemand,min_vicprice,min_vicdemand,min_transfer,min_weekday,min_predict_proba_0,min_predict_proba_1,min_prediction,mean_nswprice,mean_nswdemand,mean_vicprice,mean_vicdemand,mean_transfer,mean_weekday,mean_predict_proba_0,mean_predict_proba_1,mean_prediction,median_nswprice,median_nswdemand,median_vicprice,median_vicdemand,median_transfer,median_weekday,median_predict_proba_0,median_predict_proba_1,median_prediction,std_nswprice,std_nswdemand,std_vicprice,std_vicdemand,std_transfer,std_weekday,std_predict_proba_0,std_predict_proba_1,std_prediction,corr_nswdemand_nswprice,corr_vicprice_nswprice,corr_vicprice_nswdemand,corr_vicdemand_nswprice,corr_vicdemand_nswdemand,corr_vicdemand_vicprice,corr_transfer_nswprice,corr_transfer_nswdemand,corr_transfer_vicprice,corr_transfer_vicdemand,corr_weekday_nswprice,corr_weekday_nswdemand,corr_weekday_vicprice,corr_weekday_vicdemand,corr_weekday_transfer,corr_predict_proba_0_nswprice,corr_predict_proba_0_nswdemand,corr_predict_proba_0_vicprice,corr_predict_proba_0_vicdemand,corr_predict_proba_0_transfer,corr_predict_proba_0_weekday,corr_predict_proba_1_nswprice,corr_predict_proba_1_nswdemand,corr_predict_proba_1_vicprice,corr_predict_proba_1_vicdemand,corr_predict_proba_1_transfer,corr_predict_proba_1_weekday,corr_predict_proba_1_predict_proba_0,corr_prediction_nswprice,corr_prediction_nswdemand,corr_prediction_vicprice,corr_prediction_vicdemand,corr_prediction_transfer,corr_prediction_weekday,corr_prediction_predict_proba_0,corr_prediction_predict_proba_1,gmean_nswprice,gmean_nswdemand,gmean_vicprice,gmean_vicdemand,gmean_transfer,gmean_weekday,gmean_predict_proba_0,gmean_predict_proba_1,gmean_prediction,hmean_nswprice,hmean_nswdemand,hmean_vicprice,hmean_vicdemand,hmean_transfer,hmean_weekday,hmean_predict_proba_0,hmean_predict_proba_1,hmean_prediction,entropy_nswprice,entropy_nswdemand,entropy_vicprice,entropy_vicdemand,entropy_transfer,entropy_weekday,entropy_predict_proba_0,entropy_predict_proba_1,entropy_prediction,prop_pca,nr_outliers_nswprice,nr_outliers_nswdemand,nr_outliers_vicprice,nr_outliers_vicdemand,nr_outliers_transfer,nr_outliers_weekday,nr_outliers_predict_proba_0,nr_outliers_predict_proba_1,nr_outliers_prediction,iqr_nswprice,iqr_nswdemand,iqr_vicprice,iqr_vicdemand,iqr_transfer,iqr_weekday,iqr_predict_proba_0,iqr_predict_proba_1,iqr_prediction,uniqueness_ratio_nswprice,uniqueness_ratio_nswdemand,uniqueness_ratio_vicprice,uniqueness_ratio_vicdemand,uniqueness_ratio_transfer,uniqueness_ratio_weekday,uniqueness_ratio_predict_proba_0,uniqueness_ratio_predict_proba_1,uniqueness_ratio_prediction,attr_sparsity_,kmeans_n_iter,kmeans_n_clusters,kmeans_inertia,kmenas_compactness,psi_nswprice,psi_nswdemand,psi_vicprice,psi_vicdemand,psi_transfer,psi_weekday,psi_predict_proba_0,psi_predict_proba_1,psi_prediction,psi_drift_flag,dc_accuracy,dc_drift_flag,overlap_predict_proba_0_predict_proba_1,omv_pth_drift_flag,predict_proba_0_ks_statistic,predict_proba_0_ks_pvalue,predict_proba_1_ks_statistic,predict_proba_1_ks_pvalue,sqsi_drift_flag,distance_class_1,distance_class_0,u_detect_drift_flag,recall,precision,kappa,f1-score,last_recall,last_precision,last_kappa,last_f1-score,meta_predict_recall,meta_predict_precision,meta_predict_kappa,meta_predict_f1-score
0.166777,0.780422,0.003467,0.422915,0.414912,3.0,1.0,1.0,1.0,0.042272,0.184023,0.003467,0.422915,0.414912,1.0,0.0,0.0,0.0,0.08075834999999999,0.51519934,0.003467,0.42291500000000015,0.4149120000000001,2.2,0.6390070706342985,0.36099292936570143,0.17,0.077879,0.5241,0.003467,0.422915,0.414912,2.0,0.6712328767123288,0.3287671232876712,0.0,0.028341703132522232,0.14214410491229515,0.0,1.6737241846796128e-16,1.1158161231197418e-16,0.6963106238227914,0.31995253419063613,0.31995253419063613,0.3775251680686368,0.33829937321755393,,,,,,,,,,-0.8223180392027956,-0.3012355989057656,,,,-0.764206702517587,-0.29914680001682403,,,,0.8550684374624106,0.7642067025175872,0.29914680001682414,,,,-0.8550684374624109,-1.0,0.6321829844178758,0.3207115312378753,,,,-0.7454484299279339,-0.8666103608625304,0.8666103608625308,0.07592118682333043,0.4902779392394472,0.0034669999999999983,0.4229150000000001,0.4149119999999999,2.0713717533738465,0.0,0.0,0.0,0.0711302265819778,0.45827683021494486,0.003467000000000001,0.42291499999999993,0.41491199999999995,1.923076923076923,0.0,0.0,0.0,3.1600127638407542,4.577444298765695,0.0,0.0,0.0,1.0133126873497391,1.8126824929699652,1.8126824929699652,0.4558862130273584,0.2222222222222222,4,12,0,0,0,0,0,0,17,0.03479600000000001,0.12931399999999998,0.0,0.0,0.0,1.0,0.4376350725532572,0.4376350725532572,0.0,0.37,0.98,0.01,0.01,0.01,0.03,0.08,0.08,0.02,0.0489308671126853,6,3,147.46687834504547,108.04390519316848,2.213089182937245,1.0709327610089814,0,0,0,4.988730488224115,0.16689954415423164,0.41136496270081685,0.26294360461557076,1,0.76,0,0.6639533177518464,0,0.1625,0.011659303131618472,0.1625,0.011659303131618472,0,0.008087435991226195,0.036115639727799013,1,0.45454545454545453,0.8823529411764706,0.4842702423929861,0.6,,,,,0.48460780400942605,0.9199659968177728,0.4911920400601646,0.612394497964839
0.10475,0.740702,0.003467,0.422915,0.414912,4.0,1.0,1.0,1.0,0.042272,0.200982,0.003467,0.422915,0.414912,2.0,0.0,0.0,0.0,0.06433312,0.5118744400000002,0.003467,0.42291500000000015,0.4149120000000001,2.84,0.7985910827228503,0.20140891727714966,0.01,0.056323,0.5243234999999999,0.003467,0.422915,0.414912,3.0,0.7283236994219653,0.27167630057803466,0.0,0.02053864273164568,0.13340205084170983,0.0,1.6737241846796128e-16,1.1158161231197418e-16,0.7066781016799227,0.18682761180614121,0.18682761180614121,0.09999999999999999,0.17389011745379346,,,,,,,,,,-0.7002243655574376,-0.44089223812439976,,,,-0.7381607479246111,-0.09088714653027705,,,,0.5843509177527252,0.7381607479246108,0.09088714653027698,,,,-0.584350917752725,-1.0000000000000002,0.08419153205851826,0.006215402758172831,,,,-0.12006666776115205,-0.431765760701917,0.43176576070191736,0.061132512394408194,0.4897754039154458,0.0034669999999999983,0.4229150000000001,0.4149119999999999,2.752575241546097,0.0,0.0,0.0,0.05815111917303177,0.46147325936617306,0.003467000000000001,0.42291499999999993,0.41491199999999995,2.6666666666666665,0.0,0.0,0.0,2.6968604137996905,4.563581355154496,0.0,0.0,0.0,1.027764205961499,1.5747703253038934,1.5747703253038934,0.056001534354847345,0.2222222222222222,0,12,0,0,0,0,1,1,1,0.044561500000000004,0.12336400000000003,0.0,0.0,0.0,1.0,0.3287671232876712,0.3287671232876712,0.0,0.25,0.97,0.01,0.01,0.01,0.03,0.08,0.08,0.02,0.053919476454687726,5,3,102.34373714771147,88.63298804592623,2.7778546160070325,1.036647550320141,0,0,0,3.920736663630484,0.1680759613427768,1.1706828218086633,1.6107625072933427,1,0.735,0,0.10999467082874437,0,0.35,6.566652166864207e-11,0.35,6.566652166864207e-11,1,0.0,0.06302268010647648,1,0.0,0.0,-0.019575856443719175,0.0,,,,,-0.01097388057507418,0.1271680403087472,-0.03551882880194303,-0.003591888354424436
0.098295,0.740405,0.003467,0.422915,0.414912,4.0,1.0,0.48148148148148145,0.0,0.042122,0.200982,0.003467,0.422915,0.414912,2.0,0.5185185185185185,0.0,0.0,0.05206909,0.5038366599999999,0.003467,0.42291500000000015,0.4149120000000001,3.44,0.8660674508510771,0.133932549148923,0.0,0.042692,0.5240255,0.003467,0.422915,0.414912,3.0,1.0,0.0,0.0,0.01496682034887352,0.12840689237230032,0.0,1.6737241846796128e-16,1.1158161231197418e-16,0.5741924500522188,0.17278783895429853,0.1727878389542985,0.0,-0.23106209760142424,,,,,,,,,,-0.45060014809116555,-0.04721729523642715,,,,-0.5403871856551612,0.08887901314121148,,,,0.03829790243584015,0.5403871856551611,-0.0888790131412114,,,,-0.03829790243584026,-1.0,,,,,,,,,0.05040254836604022,0.48303160713308196,0.0034669999999999983,0.4229150000000001,0.4149119999999999,3.3888176309410114,0.8464865625261391,0.0,0.0,0.04911128359026246,0.4563630293741022,0.003467000000000001,0.42291499999999993,0.41491199999999995,3.3333333333333335,0.824409617808894,0.0,0.0,2.561005667984973,4.521992524320895,0.0,0.0,0.0,0.8333654410717204,1.31835207728328,1.31835207728328,0.0,0.2222222222222222,9,13,0,0,0,0,0,0,0,0.013781000000000002,0.11484625000000004,0.0,0.0,0.0,1.0,0.2716763005780347,0.27167630057803466,0.0,0.26,0.94,0.01,0.01,0.01,0.03,0.07,0.07,0.01,0.05483405483405484,9,5,57.766337208454445,67.52976765648714,2.6527572038929916,0.5322568053476218,0,0,0,4.282065543630037,0.11978331754229635,2.4300697540316727,0.19965570809473954,1,0.7150000000000001,0,0.7808680107037103,0,0.3825,5.230693918838779e-13,0.3825,5.230693918838779e-13,1,0.0,0.04467326379978329,1,0.0,0.0,0.0,0.0,,,,,0.010163476760901992,0.025123802499089236,0.01534106538281218,0.008892229194446986
0.09208,0.740405,0.003467,0.422915,0.414912,5.0,1.0,0.8409090909090909,1.0,0.042122,0.201279,0.003467,0.422915,0.414912,3.0,0.1590909090909091,0.0,0.0,0.04811502000000001,0.5034692,0.003467,0.42291500000000015,0.4149120000000001,4.08,0.8836151451912775,0.11638485480872252,0.02,0.042572,0.5235795,0.003467,0.422915,0.414912,4.0,1.0,0.0,0.0,0.010066497984719591,0.12915355286313931,0.0,1.6737241846796128e-16,1.1158161231197418e-16,0.7202693099028161,0.19914132099934892,0.19914132099934892,0.14070529413628968,-0.2592119637795045,,,,,,,,,,0.14617946091895928,-0.2952619611885731,,,,-0.7578102621953646,0.16206634417338658,,,,-0.03949352018445454,0.7578102621953645,-0.1620663441733866,,,,0.039493520184453845,-1.0,0.5842412194431081,-0.07058660927428666,,,,0.18339068800395417,-0.5223671968217445,0.5223671968217447,0.04730982000821079,0.482505794444979,0.0034669999999999983,0.4229150000000001,0.4149119999999999,4.014638759303675,0.8488299471678005,0.0,0.0,0.046679641755868535,0.45574836718752293,0.003467000000000001,0.42291499999999993,0.41491199999999995,3.9473684210526314,0.7853701242141135,0.0,0.0,2.3887649417091597,4.535855467932095,0.0,0.0,0.0,1.0466051465148276,1.0194447711288486,1.0194447711288486,0.098039113279732,0.2222222222222222,6,12,0,0,0,0,2,2,2,0.008437,0.11763600000000002,0.0,0.0,0.0,1.0,0.2716763005780347,0.27167630057803466,0.0,0.19,0.95,0.01,0.01,0.01,0.03,0.07,0.07,0.02,0.05774159505502789,7,4,103.40399050977136,91.96936187994933,2.917892198205922,0.514656594197196,0,0,0,3.891022635515983,0.19534449367262588,0.8639987135291828,1.30459227709779,1,0.7699999999999999,0,0.05406114888679259,0,0.435,7.440710140402279e-17,0.435,7.440710140402279e-17,1,0.00038758935738888886,0.0646088264256586,1,0.07692307692307693,1.0,0.10979228486646886,0.14285714285714285,,,,,0.07937427942033147,0.9116396899994161,0.14360831915939629,0.1469530005928428
0.09208,0.694287,0.003467,0.422915,0.414912,6.0,1.0,0.8409090909090909,1.0,0.042122,0.165129,0.003467,0.422915,0.414912,4.0,0.1590909090909091,0.0,0.0,0.04985604000000001,0.4834662099999999,0.003467,0.42291500000000015,0.4149120000000001,4.72,0.8654250023787963,0.1345749976212038,0.03,0.045319,0.5160665,0.003467,0.422915,0.414912,5.0,1.0,0.0,0.0,0.011304715436015756,0.14240800261038952,0.0,1.6737241846796128e-16,1.1158161231197418e-16,0.6678776879493777,0.2140762978018816,0.2140762978018816,0.1714466079977653,-0.39087930621606554,,,,,,,,,,0.32326010953698253,-0.3956107133590814,,,,-0.7747967541279311,0.3031105925950006,,,,-0.10591649802921861,0.7747967541279313,-0.3031105925950006,,,,0.10591649802921865,-1.0,0.5975790062355371,-0.038501841471004265,,,,0.16231430486074994,-0.5831747967093974,0.5831747967093975,0.04884273063501291,0.4558050219210316,0.0034669999999999983,0.4229150000000001,0.4149119999999999,4.67420492483742,0.8232113379109244,0.0,0.0,0.04803099345356438,0.4200076673648332,0.003467000000000001,0.42291499999999993,0.41491199999999995,4.629629629629629,0.7452062797719105,0.0,0.0,2.5398085684269995,4.591307242376893,0.0,0.0,0.0,0.9732531211321691,1.0621765411416024,1.0621765411416024,0.13474216817976675,0.3333333333333333,9,13,0,0,0,0,3,3,3,0.008437,0.13775650000000006,0.0,0.0,0.0,1.0,0.2716763005780347,0.27167630057803466,0.0,0.22,0.99,0.01,0.01,0.01,0.03,0.06,0.06,0.02,0.05530121357459487,7,5,74.45675381959992,71.53463992747609,3.4454020819298887,0.3340584422455283,0,0,0,2.9061525868788154,0.15139221471736253,0.7002461156491656,1.1177415653547076,1,0.7550000000000001,0,0.08782486374930631,0,0.4315,1.400361963064782e-16,0.4315,1.400361963064782e-16,1,0.02498453759175309,0.057643653571706484,1,0.07692307692307693,1.0,0.09228441754916783,0.14285714285714285,,,,,0.06945582100872474,1.047548485627202,0.09033940458976464,0.13722310045176253
0.119731,0.694287,0.003467,0.422915,0.414912,6.0,1.0,0.8409090909090909,1.0,0.042122,0.165129,0.003467,0.422915,0.414912,4.0,0.1590909090909091,0.0,0.0,0.05820450000000001,0.4667137400000001,0.003467,0.42291500000000015,0.4149120000000001,5.32,0.7984715595372652,0.2015284404627348,0.06,0.047886,0.5028265,0.003467,0.422915,0.414912,5.0,1.0,0.0,0.0,0.01861171999199983,0.13670130858821247,0.0,1.6737241846796128e-16,1.1158161231197418e-16,0.6494753127087911,0.24346222121210467,0.24346222121210467,0.238683256575942,-0.08707839887510944,,,,,,,,,,0.6426177505772321,-0.3877706234092248,,,,-0.9124697619804975,0.2428338020094851,,,,-0.6395340225067766,0.9124697619804977,-0.24283380200948512,,,,0.6395340225067768,-1.0,0.5555468545522314,0.057683544292995347,,,,0.13553252767504767,-0.666840564125643,0.6668405641256432,0.05575451260411717,0.4415056491952515,0.0034669999999999983,0.4229150000000001,0.4149119999999999,5.278799007562481,0.7399882440031516,0.0,0.0,0.053734083613632196,0.4100221560743246,0.003467000000000001,0.42291499999999993,0.41491199999999995,5.2356020942408374,0.6389974601193394,0.0,0.0,2.779108309897081,4.605170185988092,0.0,0.0,0.0,0.9469139517738845,1.230237449758388,1.230237449758388,0.22696752250060448,0.2222222222222222,3,0,0,0,0,0,6,6,6,0.029243000000000005,0.17565474999999997,0.0,0.0,0.0,1.0,0.2716763005780347,0.27167630057803466,0.0,0.25,1.0,0.01,0.01,0.01,0.03,0.05,0.05,0.02,0.054373522458628844,3,3,116.28513693038904,94.9532008910499,2.8006613130840043,0.15737903225582117,0,0,0,2.563378255143715,0.0745317427012209,0.4503760017078563,0.7826701096575024,1,0.7849999999999999,0,0.22021896069790325,0,0.3825,5.230693918838779e-13,0.3825,5.230693918838779e-13,1,0.025221989669827163,0.05675639905981097,1,0.12,1.0,0.12,0.21428571428571427,,,,,0.11910429785692786,0.9916239927121882,0.14789276877509752,0.22294599753327785
0.119731,0.694287,0.003467,0.422915,0.414912,7.0,1.0,0.8409090909090909,1.0,0.041942,0.090301,0.003467,0.422915,0.414912,5.0,0.1590909090909091,0.0,0.0,0.060216080000000005,0.4129856700000001,0.003467,0.42291500000000015,0.4149120000000001,5.96,0.7821677383822895,0.2178322616177107,0.04,0.056323,0.45135349999999996,0.003467,0.422915,0.414912,6.0,0.7283236994219653,0.27167630057803466,0.0,0.018177913691492586,0.15590817911738333,0.0,1.6737241846796128e-16,1.1158161231197418e-16,0.7236272269866326,0.2231045916980818,0.2231045916980818,0.19694638556693236,0.19842910814385922,,,,,,,,,,0.24391667660015354,-0.6751656077683392,,,,-0.8979409897636877,-0.07441427632688483,,,,-0.26856961032357496,0.897940989763688,0.07441427632688465,,,,0.26856961032357546,-1.0,0.49243003504694327,0.14958710704822292,,,,0.011340230290662836,-0.5729409640594333,0.5729409640594334,0.05782410080454389,0.37325550770499705,0.0034669999999999983,0.4229150000000001,0.4149119999999999,5.91626653148081,0.7368349891018356,0.0,0.0,0.05572499995191852,0.32105359365084196,0.003467000000000001,0.42291499999999993,0.41491199999999995,5.87248322147651,0.6616544233312572,0.0,0.0,2.9085042668837136,4.605170185988092,0.0,0.0,0.0,1.0512435186197397,1.297555333315546,1.297555333315546,0.167944147734173,0.2222222222222222,0,0,0,0,0,0,4,4,4,0.032665,0.20841975000000007,0.0,0.0,0.0,1.0,0.31914184081814145,0.3191418408181414,0.0,0.27,1.0,0.01,0.01,0.01,0.03,0.06,0.06,0.02,0.05259491466388018,6,4,96.27051176536835,87.95333127861512,3.0467331015476873,0.04536205816146324,0,0,0,3.6257687595308052,0.12107267886709573,0.6714972791667309,0.9810982083456697,1,0.835,1,0.20596705805337434,0,0.307,1.8954841420929217e-08,0.307,1.8954841420929217e-08,1,0.0003157149101527775,0.07039317626339475,1,0.07272727272727272,1.0,0.06593406593406581,0.13559322033898305,,,,,0.07606112345515963,0.967858049830677,0.06596825203459351,0.1314789297867324
0.119731,0.634484,0.003467,0.422915,0.414912,7.0,1.0,0.8409090909090909,1.0,0.041942,0.090301,0.003467,0.422915,0.414912,1.0,0.1590909090909091,0.0,0.0,0.06445175999999998,0.3739586,0.003467,0.42291500000000015,0.4149120000000001,6.18,0.7215499762877949,0.278450023712205,0.03,0.068362,0.388649,0.003467,0.422915,0.414912,6.0,0.7283236994219653,0.27167630057803466,0.0,0.017538649976332935,0.14063399986547215,0.0,1.6737241846796128e-16,1.1158161231197418e-16,1.4025949975929357,0.2045680038893749,0.2045680038893749,0.17144660799776532,0.6300156129643981,,,,,,,,,,0.21645824293444643,0.10562023743445875,,,,-0.89535459549154,-0.5955472371822172,,,,-0.2348188265182426,0.8953545954915396,0.5955472371822171,,,,0.23481882651824265,-1.0,0.4567367739372023,0.21256760002264363,,,,-0.02268283754641304,-0.4859710267746193,0.48597102677461895,0.062163317034973804,0.3409147411232874,0.0034669999999999983,0.4229150000000001,0.4149119999999999,5.802252634398418,0.6857430734155068,0.0,0.0,0.059936027080214144,0.29968040316291616,0.003467000000000001,0.42291499999999993,0.41491199999999995,4.872389791183296,0.6328250987533611,0.0,0.0,2.8635178539258854,4.605170185988092,0.0,0.0,0.0,0.8783130902136367,1.3106681127625055,1.3106681127625055,0.13474216817976675,0.2222222222222222,0,0,0,0,0,6,0,0,3,0.032695,0.17260524999999993,0.0,0.0,0.0,1.0,0.4620253164556962,0.4620253164556962,0.0,0.27,1.0,0.01,0.01,0.01,0.03,0.06,0.06,0.02,0.05303030303030303,5,3,164.96942014963565,118.3951477390205,4.611635498435694,0.3091592181620859,0,0,0,4.957255960386841,0.35271843623193605,1.076955100613262,1.1177415653547076,1,0.795,0,0.27880228682646746,0,0.312,1.0226291769754982e-08,0.312,1.0226291769754982e-08,1,0.00028543459071604904,0.23238806286987415,1,0.047619047619047616,1.0,0.03567984570877525,0.09090909090909091,,,,,0.0634561013309,0.9974130522450352,0.08171656491685307,0.12174164617622324
0.119731,0.731032,0.003467,0.422915,0.414912,7.0,1.0,1.0,1.0,0.041942,0.090301,0.003467,0.422915,0.414912,1.0,0.0,0.0,0.0,0.06379103,0.4058122099999999,0.003467,0.42291500000000015,0.4149120000000001,4.68,0.739632145015387,0.260367854984613,0.06,0.068362,0.4219725,0.003467,0.422915,0.414912,6.0,0.7283236994219653,0.27167630057803466,0.0,0.01889202321137927,0.15751102354472518,0.0,1.6737241846796128e-16,1.1158161231197418e-16,2.7956676440087755,0.2539759479458761,0.253975947945876,0.23868325657594203,0.5006456484520453,,,,,,,,,,0.12288118495745595,-0.1790839786221902,,,,-0.8709264767582542,-0.384847353415561,,,,-0.08793760320460492,0.8709264767582541,0.38484735341556087,,,,0.08793760320460475,-1.0000000000000002,0.4727604475367985,0.14160472090173729,,,,-0.10717427844197788,-0.6599370136292647,0.6599370136292649,0.061156713972331224,0.3651362293785698,0.0034669999999999983,0.4229150000000001,0.4149119999999999,3.38962191821703,0.0,0.0,0.0,0.05868572701926812,0.31288701869651697,0.003467000000000001,0.42291499999999993,0.41491199999999995,2.1966527196652725,0.0,0.0,0.0,3.030482880923021,4.605170185988092,0.0,0.0,0.0,1.0133126873497391,1.634009852161709,1.634009852161709,0.22696752250060448,0.1111111111111111,0,0,0,0,0,0,0,0,6,0.032695,0.21332924999999991,0.0,0.0,0.0,6.0,0.4620253164556962,0.4620253164556962,0.0,0.3,1.0,0.01,0.01,0.01,0.03,0.08,0.08,0.02,0.050911802589654935,2,2,352.48465363471445,166.58798782011053,2.9427851776099008,0.10027421553653844,0,0,0,4.4670672238319735,0.12585591514095937,0.5521747865777258,0.7826701096575024,1,0.5,0,0.4417707245143119,0,0.28,4.409595973478969e-07,0.28,4.409595973478969e-07,1,0.6967208038224219,0.8710321541739399,1,0.11764705882352941,1.0,0.11556603773584895,0.21052631578947367,,,,,0.11885765889518318,0.9707610948961167,0.13670568312187115,0.2112212559231502
0.119191,0.731032,0.003467,0.422915,0.414912,7.0,1.0,1.0,1.0,0.042122,0.140137,0.003467,0.422915,0.414912,1.0,0.0,0.0,0.0,0.06344730999999998,0.44465781,0.003467,0.42291500000000015,0.4149120000000001,3.22,0.7398740466326548,0.2601259533673451,0.05,0.068362,0.47091649999999996,0.003467,0.422915,0.414912,2.0,0.7283236994219653,0.27167630057803466,0.0,0.016186612620157765,0.14583940122134312,0.0,1.6737241846796128e-16,1.1158161231197418e-16,2.7508676317250753,0.2513313991277934,0.2513313991277934,0.2190429135575903,0.04868915219938826,,,,,,,,,,0.28229309236385974,-0.09056802611095648,,,,-0.8074217868021335,0.02165726989379736,,,,-0.23115540199846557,0.8074217868021337,-0.021657269893797577,,,,0.23115540199846604,-1.0,0.3195955133352358,0.03584653547334409,,,,-0.1525482735843581,-0.6787606340618911,0.6787606340618909,0.061396236432019385,0.415429491856687,0.0034669999999999983,0.4229150000000001,0.4149119999999999,2.1954256444163343,0.0,0.0,0.0,0.05937632483970985,0.37996105674149955,0.003467000000000001,0.42291499999999993,0.41491199999999995,1.6166281755196306,0.0,0.0,0.0,2.9850641625570686,4.605170185988092,0.0,0.0,0.0,1.027764205961499,1.6337628875881132,1.6337628875881132,0.1985152433458726,0.1111111111111111,1,0,0,0,0,0,0,0,5,0.024430499999999994,0.2081595,0.0,0.0,0.0,6.0,0.434752589182969,0.43475258918296894,0.0,0.29,1.0,0.01,0.01,0.01,0.03,0.07,0.07,0.02,0.0521654905216549,3,2,314.3781357967252,155.73645097937987,3.411431468349519,0.05637169155911743,0,0,0,3.1561587810684615,0.145209167432017,0.638178272685933,0.8727085314001928,1,0.51,0,0.33987444317356985,0,0.254,6.823934649261407e-06,0.254,6.823934649261407e-06,1,0.027289701858533334,0.8647595528924371,1,0.09615384615384616,1.0,0.09266409266409259,0.17543859649122806,,,,,0.11526500134032683,1.0063031245808693,0.12218670310314401,0.20229395188993543
